label,file_size,number_of_sections,file_characteristics,imagebase,dll_characteristics,size_of_image,size_of_headers,size_of_code,Check_for_Debugger,contain_bitcoin_address,is_packed,ransomware_command_indicator,suspicious_technique_indicator,contain_monero_address,contain_onion_address,using_encryption_library,ransomware_string_indicator,suspicious_entropy_and_indicator,yara_match_count,unique_section_names,max_entropy,min_entropy,mean_entropy,max_section_size,min_section_size,mean_section_size,is_gui,imported_dll_count,imported_function_count,exported_function_count
ransomware,5485056,6,34,5368709120,33120,5500928,1024,3655168,1,1,0,0,1,1,0,1,1,0,10,2,6.413335908883142,2.37717939628913,4.8066118316500885,3655168,2560,914005.3333333334,0,18,186,0
ransomware,734208,5,290,4194304,34144,761856,1024,49664,0,0,0,0,0,0,0,0,0,1,1,2,7.999580692448446,0.09800417566270775,4.199359648254496,456192,512,146636.8,1,1,1,0
ransomware,94704,3,259,4194304,34048,102400,1024,40448,0,0,0,0,0,0,0,0,0,0,0,1,7.984252787068911,5.965306229244432,7.244866543232877,43008,10240,31232.0,0,1,9,0
ransomware,163840,3,33167,4194304,0,417792,4096,159744,0,0,1,0,0,0,0,1,0,1,8,2,7.8955121979991,0.0,4.27596430632735,159232,0,54272.0,1,10,13,0
ransomware,918660,5,258,4194304,33088,933888,1024,718848,1,0,0,0,0,1,0,1,0,1,6,1,6.574877481564788,4.306406847812273,5.556485122346598,718848,512,182886.4,0,7,159,0
ransomware,5945856,10,34,5368709120,33120,9764864,1024,227840,0,0,1,0,0,0,0,1,0,1,3,6,7.919885727972143,0.0,1.4545555678220272,5940736,0,594483.2,0,7,17,0
ransomware,179200,5,258,4194304,33088,204800,1024,110080,1,0,0,0,0,0,0,1,0,0,4,1,6.645448830133501,2.0744249803636,4.902771508573732,110080,512,35635.2,0,8,140,0
ransomware,212480,5,259,4194304,33024,237568,1024,87552,1,0,0,0,0,0,0,1,0,0,7,2,6.897871347076609,0.06116285224115448,4.521693058809075,102912,512,42291.2,1,16,300,0
ransomware,261120,3,258,4194304,34112,286720,512,257536,1,0,0,0,0,0,0,1,0,0,4,0,7.155775517772301,0.08153941234324169,3.848201235461218,257536,512,86869.33333333333,1,1,1,0
ransomware,150016,6,258,4194304,33088,163840,1024,99328,0,0,0,0,0,0,0,0,0,0,0,3,7.986379707874227,3.0389614741823974,5.95980121481242,97792,1536,24832.0,1,3,25,0
ransomware,1802240,6,290,4194304,34112,1843200,1024,525312,1,0,1,1,1,0,0,1,1,0,10,3,7.999599953596864,0.08153941234324169,4.3116015531224745,636928,512,300202.6666666667,1,1,1,0
ransomware,516608,4,258,4194304,33088,528384,1024,345600,1,0,0,0,0,0,0,0,0,0,4,1,7.721056840148241,5.266048107752143,6.353263195387383,345600,24576,128896.0,0,5,96,0
ransomware,3890688,8,34,4194304,33120,4476928,1536,2030592,1,0,0,0,0,0,0,1,0,1,5,4,6.263038226600516,0.020393135236084953,4.177469777388941,2030592,512,486144.0,1,1,47,0
ransomware,1287168,3,47,5368709120,0,3108864,4096,1269760,0,0,0,0,0,0,0,0,0,1,1,2,7.953736608804219,0.0,5.300624302156108,1268224,0,428885.3333333333,1,3,6,0
ransomware,215040,6,258,4194304,33088,233472,1024,174592,1,1,0,0,0,0,0,0,0,0,4,2,6.464819870138945,1.6766030981482392,4.397785724545327,174592,512,35669.333333333336,1,3,68,0
ransomware,147968,4,259,889192448,33024,192512,1024,101376,1,0,0,0,0,0,0,0,0,0,3,2,6.512383378507788,1.761437705850547,4.727579214184274,101376,512,36736.0,1,3,81,0
ransomware,678912,8,8226,6442450944,352,708608,1024,437760,1,0,0,0,0,0,0,1,0,0,3,3,6.432782620998024,0.020393135236084953,4.246220078437362,437760,512,84736.0,0,3,111,1
ransomware,5385216,11,558,4194304,33120,5808128,1024,3373568,1,0,0,0,0,1,0,1,0,0,5,5,6.2139987712754,0.0,3.1995537158662657,3373568,0,489472.0,0,2,92,1
ransomware,333824,9,775,4194304,0,356352,1024,12288,0,0,0,0,0,0,0,0,0,0,0,3,7.16995212828207,0.0,3.5882714767381367,308736,0,36977.77777777778,1,8,80,0
ransomware,10735616,8,258,4194304,33088,16678912,1024,22016,0,0,0,0,0,0,0,1,0,1,2,4,7.960975473493602,0.0,2.1473439563317527,10730496,0,1341824.0,1,9,14,0
ransomware,221696,7,34,5368709120,33120,249856,1024,201728,1,0,0,1,1,0,1,1,1,0,8,3,6.240024932024016,2.3087331191955314,4.445112589209224,201728,512,31524.571428571428,0,8,154,0
ransomware,894464,5,258,4194304,33088,917504,1024,565760,1,0,0,0,0,0,0,1,0,0,4,1,6.661091573630308,4.028886403585671,5.585010175694693,565760,24064,178688.0,1,6,133,0
ransomware,294400,4,8226,6442450944,352,311296,1024,291328,0,0,0,0,0,0,0,0,0,1,1,2,7.988001661144863,0.5758168186073904,3.938684898506195,291328,512,73344.0,1,1,1,2
ransomware,104960,6,258,4194304,33088,122880,1024,64000,1,0,0,1,0,0,0,1,0,0,5,2,7.316219051133088,0.16299007530476972,5.021736043186409,64000,512,17322.666666666668,1,6,106,0
ransomware,635392,9,559,4194304,352,659456,1024,531456,1,0,0,0,0,1,0,1,0,0,4,4,6.552962286974026,0.0,3.8431119709003436,531456,0,70485.33333333333,1,8,147,0
ransomware,82944,5,783,4194304,0,98304,1024,49664,1,0,1,1,1,0,0,1,0,0,5,2,7.634191528372944,0.0,4.776246950646966,49664,0,16384.0,1,8,143,0
ransomware,28747,3,8226,268435456,34112,57344,512,26624,0,0,0,0,0,0,0,1,0,1,2,0,5.132675335589064,0.08153941234324169,2.6489661960040625,26624,512,9386.666666666666,0,1,1,0
ransomware,278528,4,258,4194304,33088,180224,1024,51712,1,1,0,0,1,0,0,1,0,1,7,1,6.478306035290114,4.727980659874882,5.864871422318643,82944,4608,39552.0,1,0,0,0
ransomware,2786816,3,270,4194304,34144,2809856,512,2698752,1,0,1,0,0,0,0,1,1,1,7,0,7.748086526476057,0.10191042566270775,5.030009608768508,2698752,512,928768.0,1,1,1,0
ransomware,5267459,5,8462,268435456,0,5267456,4096,4096,1,1,0,0,0,0,0,1,0,1,5,1,4.601868951420172,0.0,1.3729413151337837,5246976,4096,1052672.0,1,2,13,1
ransomware,5628928,9,34,5368709120,33120,9555968,1024,231936,0,0,1,0,0,0,0,0,0,1,3,5,7.908556970977092,0.0,1.59605787699005,5626880,0,625322.6666666666,0,11,23,0
ransomware,631808,3,34,5368709120,33056,1789952,512,53248,0,0,0,0,0,0,0,0,0,1,1,3,7.92874605303556,0.0,5.269214211496621,581632,0,210432.0,1,1,4,0
ransomware,12288,3,34,4194304,34144,32768,512,6656,0,0,0,0,0,0,0,1,0,0,1,0,5.5016180942107065,0.08153941234324169,3.509413016308549,6656,512,3925.3333333333335,0,1,1,0
ransomware,81920,5,783,4194304,0,94208,1024,49152,1,0,1,1,1,0,0,1,0,0,5,2,7.634222551674389,0.0,4.781645492852349,49152,0,16179.2,1,8,137,0
ransomware,717632,3,546,4194304,33120,2707456,4096,708608,0,0,0,0,0,0,0,0,0,1,1,3,7.999592905662445,0.0,3.1238354982480616,708096,0,236202.66666666666,1,1,4,0
ransomware,25600,3,258,4194304,34112,49152,512,23040,0,0,0,0,0,0,0,1,1,0,2,0,5.081338487378422,0.08153941234324169,2.9587199355976996,23040,512,8362.666666666666,1,1,1,0
ransomware,529408,3,258,4194304,34112,557056,512,526848,0,0,0,1,1,0,0,1,0,0,3,0,4.084766700086619,0.10191042566270775,2.6364286277030833,526848,512,176298.66666666666,1,1,1,0
ransomware,618701,7,34,5368709120,49504,487424,1024,282112,0,0,0,0,0,0,0,1,0,1,2,3,6.518468373464393,0.42693031941489346,4.2563072023054636,282112,512,66852.57142857143,1,51,251,0
ransomware,736768,5,258,4194304,33088,753664,1024,513536,1,0,0,0,0,0,1,1,1,0,6,1,7.573746576096465,4.7176788329467545,6.277977179866548,513536,512,147148.8,1,6,155,0
ransomware,1435136,4,258,4194304,33088,1466368,1024,809984,1,1,0,0,0,1,1,1,1,0,8,1,6.655652951868599,4.275316414150815,5.812638367917717,809984,35840,358528.0,1,4,111,0
ransomware,171918,16,263,4194304,0,163840,1024,26624,0,0,0,0,0,0,0,1,0,1,2,10,6.153452944757325,0.0,3.287499931450415,45056,0,7712.0,1,9,107,0
ransomware,8435200,4,258,4194304,34112,8462336,1024,8248832,1,0,0,0,1,0,0,1,0,1,6,1,7.830057368077003,0.10191042566270775,3.6621751352041785,8248832,512,2108544.0,1,1,1,0
ransomware,7603712,15,34,4194304,33120,8212480,1536,2418176,1,1,0,0,0,1,0,1,1,1,8,11,7.997891876465292,0.8556848540171443,5.641702791043429,2514944,512,506811.73333333334,1,1,47,0
ransomware,368640,5,258,4194304,33088,385024,1024,263168,1,0,0,0,0,0,0,1,0,0,6,1,6.588734940199239,4.703595231911277,5.4990563079416,263168,512,73523.2,1,10,178,0
ransomware,51240,1,259,4194304,33280,57344,1024,0,1,0,0,0,0,0,0,1,0,0,3,1,5.897247493431441,5.897247493431441,5.897247493431441,50688,50688,50688.0,1,5,64,0
ransomware,3085312,7,34,5368709120,33120,3121152,1024,2139648,1,0,0,0,0,0,1,1,1,0,5,3,6.807130032104763,2.79024928313574,4.910311190126758,2139648,512,440612.5714285714,1,11,187,0
ransomware,346624,5,258,4194304,33088,360448,1024,211968,1,0,0,1,1,0,1,1,1,0,17,1,7.037927312398877,4.272003856546791,6.007386402183628,211968,1024,69120.0,1,6,139,0
ransomware,19456,5,34,5368709120,33120,36864,1024,9216,1,0,0,0,0,0,0,1,0,0,2,2,5.873001457847686,0.7166451209236483,3.493698436606136,9216,512,3686.4,0,14,96,0
ransomware,9088423,20,38,5368709120,352,6795264,4096,4188672,1,0,0,0,0,0,0,1,0,1,6,13,6.691851313166237,0.0,3.8661445428211336,4188672,0,323968.0,0,8,308,0
ransomware,305909,2,271,4194304,0,94208,4096,77312,1,0,0,0,1,0,0,1,0,1,5,0,6.411283279221468,4.722837906925357,5.567060593073412,77312,10240,43776.0,1,3,20,0
ransomware,599552,3,258,4194304,34144,622592,512,593408,0,0,0,0,1,0,0,1,0,0,2,0,4.980048559666304,0.10191042566270775,3.32839061109148,593408,512,199680.0,1,1,1,0
ransomware,2840576,6,258,4194304,33088,2867200,1024,2065920,1,0,0,0,0,0,0,1,0,0,5,2,6.935012935631378,5.221715884765244,6.18792562257399,2049024,16896,473258.6666666667,0,5,172,0
ransomware,340993,5,290,4194304,34144,368640,1024,45056,1,0,1,0,0,0,0,1,1,1,6,2,7.99949717218012,0.09800417566270775,3.8651191715056576,284160,512,66867.2,1,1,1,0
ransomware,925696,4,271,4194304,0,1163264,4096,659456,1,0,0,0,0,0,0,1,0,1,7,1,7.2333641123497046,4.754177234300595,5.8889879103888045,659456,57344,230400.0,1,12,433,0
ransomware,2118656,3,271,4194304,0,7446528,4096,2117632,0,0,1,0,0,0,0,0,0,1,10,2,7.99989342736707,0.0,4.043512840862978,2116096,0,706048.0,1,8,13,0
ransomware,1139712,6,258,4194304,33088,1163264,1024,829952,1,0,0,0,1,1,1,1,1,0,9,2,6.703086135732265,0.020393135236084953,4.431418770907205,829952,512,189781.33333333334,0,6,167,0
ransomware,1076736,7,34,5368709120,33120,1105920,1024,833024,1,0,0,0,0,1,1,1,1,0,5,3,6.458401254783135,3.2741016144496142,5.1323736199438335,833024,512,153673.14285714287,1,9,155,0
ransomware,150016,6,258,4194304,33088,163840,1024,99328,0,0,0,0,0,0,0,0,0,0,0,3,7.987233276034072,3.0389614741823974,5.961838767966246,97792,1536,24832.0,1,3,25,0
ransomware,7312384,15,34,4194304,33120,7729152,1536,2335232,1,1,0,0,0,1,0,1,1,1,9,11,7.997438896168292,0.8556848540171443,5.639399027865218,2419712,512,487389.86666666664,0,1,45,0
ransomware,261632,5,258,4194304,0,286720,1024,194560,1,0,0,0,0,0,0,1,0,0,5,1,7.333620657355203,3.3275967293860296,5.335437044395027,194560,1536,52121.6,1,11,247,0
ransomware,6211072,7,258,4194304,33088,11218944,1024,181248,0,0,1,0,0,0,0,1,0,1,3,3,7.965156529523968,0.0,2.327159490468668,6114304,0,887149.7142857143,1,11,23,0
ransomware,902856,5,258,4194304,33088,913408,1024,563200,1,0,0,0,0,0,0,1,0,1,5,1,6.664490231101334,4.028874280754401,5.5847404408924906,563200,24064,178278.4,1,6,134,0
ransomware,1982464,6,550,5368709120,352,1994752,1024,1114112,1,1,0,0,0,1,0,1,1,0,5,2,7.221237883475487,4.33133693075277,5.619717976322785,1114112,2560,330240.0,1,7,114,0
ransomware,45056,5,34,5368709120,33120,61440,1024,34816,0,0,0,0,1,0,0,1,0,0,2,2,5.580770117591064,2.0818277276371604,4.160557243764307,34816,512,8806.4,0,4,50,0
ransomware,231936,6,258,4194304,33088,253952,1024,176128,1,0,0,0,0,0,0,1,0,0,4,2,6.464559907489339,0.37178247690872523,4.193030057483024,176128,512,38485.333333333336,1,3,68,0
ransomware,23226784,6,258,4194304,49472,602112,1024,201216,1,0,0,0,0,0,0,1,0,1,5,2,6.708075396341128,3.2982538067961342,5.349572961454828,201216,512,73216.0,1,2,150,0
ransomware,427520,3,258,4194304,34112,450560,512,243712,0,0,0,1,1,0,0,1,0,0,3,0,6.121747703679286,0.10191042566270775,3.482080274131338,243712,512,142336.0,1,1,1,0
ransomware,1074688,7,34,5368709120,33120,1101824,1024,831488,1,0,0,0,0,1,1,1,1,0,5,3,6.455672443789394,3.276079319742529,5.1268244826531015,831488,512,153380.57142857142,1,9,154,0
ransomware,117000,5,258,4194304,33088,126976,1024,16384,1,0,0,0,0,0,0,1,0,1,3,1,7.614800881257884,6.064165331926473,6.623055130960793,89088,512,22425.6,1,0,0,0
ransomware,7306752,13,546,4194304,33120,7737344,1536,2475008,1,0,0,0,0,1,0,1,1,1,7,9,7.996970941595026,0.7622316359445953,5.930745600021606,2475008,512,561939.6923076923,0,1,39,0
ransomware,104960,6,258,4194304,33088,122880,1024,64000,1,0,0,1,0,0,0,1,0,0,5,2,7.31372840352597,0.16299007530476972,5.0213209352518895,64000,512,17322.666666666668,1,6,106,0
ransomware,65536,3,34,4194304,34144,90112,512,59904,0,0,0,0,0,0,0,1,0,0,1,0,7.0659984713208885,0.08153941234324169,4.034107693730289,59904,512,21674.666666666668,1,1,1,0
ransomware,480768,4,259,4194304,33024,487424,1024,20480,1,0,0,0,0,0,0,1,0,0,3,1,6.903023909258434,4.001629512626461,5.538286769168138,449024,2048,119936.0,1,6,40,0
ransomware,480768,4,259,4194304,33024,487424,1024,20480,1,0,0,0,0,0,0,1,0,0,3,1,6.903023909258434,4.001629512626461,5.538286769168138,449024,2048,119936.0,1,6,40,0
ransomware,5054976,6,546,4194304,33120,5459968,4096,2426368,1,0,0,0,0,1,0,1,1,1,7,2,6.148116447482047,0.0,3.4446842224726306,2426368,512,842240.0,0,1,39,0
ransomware,221184,3,258,4194304,34112,245760,512,218624,1,0,0,0,0,0,0,1,0,0,5,0,6.244299409134743,0.10191042566270775,3.485514451058292,218624,512,73557.33333333333,1,1,1,0
ransomware,2302976,7,8450,268435456,320,2326528,1024,137216,1,0,0,0,0,0,0,1,0,0,4,3,6.748617536710902,1.9028670070359852,5.219890187728132,1194496,512,328850.28571428574,1,1,78,2
ransomware,752640,3,259,4194304,32768,4866048,1024,753664,0,0,1,0,0,0,0,0,0,1,6,2,7.907978186223311,0.0,3.899494470964122,750080,0,250538.66666666666,0,15,18,0
ransomware,1261752,17,39,4194304,352,1187840,1536,305152,1,0,0,0,0,0,1,1,1,1,8,12,7.9457274363081245,0.0,3.917319006965795,520704,0,65054.117647058825,0,4,137,0
ransomware,2650112,8,271,4194304,0,3293184,4096,0,1,1,0,0,0,0,1,1,1,1,13,4,7.992119154245129,1.966975324986028,6.442306429685093,1290240,4096,330752.0,1,17,448,0
ransomware,329431,8,33166,4194304,0,221184,1024,148992,1,0,1,0,1,0,0,0,0,1,4,5,6.5944280484489814,0.0,3.336193088156703,148992,0,24000.0,1,22,249,0
ransomware,239104,4,258,4194304,33088,253952,1024,92160,1,0,0,0,0,0,0,0,0,0,3,1,7.693267943852201,5.232092457131418,6.484604861607121,110592,6144,59520.0,0,1,72,0
ransomware,1097728,7,258,4194304,33088,1126400,1024,800256,1,0,0,0,1,0,1,1,1,0,8,2,6.6889431723494175,0.020393135236084953,4.45563654800123,800256,512,156672.0,0,6,167,0
ransomware,16896,3,34,4194304,34144,40960,512,14336,0,0,0,0,0,0,0,1,0,0,1,0,5.547482813965723,0.08153941234324169,3.224612530455168,14336,512,5461.333333333333,0,1,1,0
ransomware,1074688,7,34,5368709120,33120,1101824,1024,831488,1,0,0,0,0,1,1,1,1,0,5,3,6.455672443789394,3.276079319742529,5.1287200111477045,831488,512,153380.57142857142,1,9,154,0
ransomware,232448,7,34,5368709120,33088,282624,1024,97792,1,0,0,0,1,0,0,1,0,0,3,3,6.42861946440102,0.0,3.663566580234076,97792,512,33060.57142857143,1,4,100,0
ransomware,233984,4,259,4194304,32768,4440064,1024,65536,1,0,0,0,0,0,0,1,0,0,4,1,6.64202506733668,4.865142182078143,5.670484438607218,100352,13824,58240.0,1,3,87,2
ransomware,139264,4,271,4194304,0,163840,4096,6144,0,0,0,0,0,0,0,1,0,1,2,1,7.890050261313005,3.504503505464471,5.457258146762793,128000,1536,34560.0,0,7,71,0
ransomware,1238528,11,558,5368709120,352,1290240,1024,1033728,1,0,0,0,1,0,1,1,1,0,9,4,6.184306609541104,0.0,3.4350790758751875,1033728,0,112500.36363636363,0,7,166,0
ransomware,1303552,6,34,4194304,96,3522560,1024,38400,0,0,0,0,0,0,0,0,0,1,1,5,7.950741895731337,0.2514843863955928,4.8597662080909805,1282048,512,215893.33333333334,1,2,2,0
ransomware,338432,7,34,5368709120,33120,360448,1024,265216,1,0,0,0,0,0,0,1,0,0,2,3,6.509649349623882,2.22817258811873,4.5397953241726,265216,512,48201.142857142855,1,5,83,0
ransomware,86016,4,258,16777216,32768,102400,1024,5120,1,0,0,0,0,0,0,0,0,1,3,1,7.849821906778848,3.4828262039950104,5.4059960292819635,78336,512,21248.0,1,3,22,0
ransomware,304640,4,258,4194304,33088,331776,1024,240640,1,1,0,0,1,0,0,1,1,0,9,1,6.707425154136632,1.7520598999007344,5.0953631942543725,240640,1024,75904.0,1,7,134,6
ransomware,1081856,7,34,5368709120,33120,1114112,1024,837632,1,0,0,0,0,1,1,1,1,0,5,3,6.454310449345293,3.3153761372296957,5.128897408744869,837632,512,154404.57142857142,1,9,155,0
ransomware,102400,3,259,13369344,34112,114688,512,90112,1,0,0,0,0,0,0,1,0,1,5,0,5.4163452652622475,0.0,1.8155728785441243,90112,512,30890.666666666668,1,0,0,0
ransomware,6762496,6,271,4194304,0,10891264,4096,516096,0,0,1,0,0,0,0,0,0,1,3,3,7.961516029192305,0.0,1.9102780311255902,5664768,0,1126400.0,1,17,30,0
ransomware,2261504,6,546,4194304,33120,2650112,1536,1043968,1,0,0,0,0,1,1,1,1,1,9,2,6.176788350959173,0.020393135236084953,4.303583031863368,1067520,512,376661.3333333333,1,1,39,0
ransomware,678912,8,8226,6442450944,352,708608,1024,437760,1,0,0,0,0,0,0,1,0,0,3,3,6.432596999514,0.020393135236084953,4.246309921142451,437760,512,84736.0,0,3,111,1
ransomware,267278,9,783,4194304,0,294912,1024,43008,1,0,0,0,0,0,0,1,0,1,3,3,7.220589911785074,0.0,3.4362923497643165,194048,0,29582.222222222223,1,7,74,0
ransomware,167936,6,270,4194304,0,167936,4096,268484608,1,0,0,0,0,0,0,0,0,1,2,2,7.859490524282303,0.5626826579283193,3.6128892455046713,94208,4096,27306.666666666668,1,5,55,0
ransomware,3735552,15,33166,4194304,0,6791168,4096,827392,1,0,0,0,0,0,0,1,0,1,10,9,7.99922599055688,0.0,2.004072813470863,2007040,0,248763.73333333334,1,5,232,0
ransomware,259072,5,258,4194304,32832,270624,1024,77824,1,0,0,0,0,0,0,0,0,1,4,1,7.9946148084019155,2.7066189548283797,5.089503731524447,152064,1024,51609.6,1,2,71,0
ransomware,896512,5,258,4194304,33088,917504,1024,563200,1,0,0,0,0,0,0,1,0,0,4,1,6.666826950700477,4.028886403585671,5.594796677193642,563200,24064,179097.6,1,7,137,0
ransomware,48128,3,258,4194304,33088,139264,4096,49152,0,0,1,0,0,0,0,0,0,1,6,2,7.88775649115784,0.0,3.8724104872756886,46080,0,15701.333333333334,0,2,5,0
ransomware,453632,7,34,5368709120,33120,479232,1024,299008,1,0,0,0,0,0,0,0,0,0,1,3,6.4052787401954765,1.4354542076152341,4.642460942976349,299008,512,64658.28571428572,0,3,105,0
ransomware,207360,8,33166,4194304,0,16240640,1024,134144,1,0,0,0,0,0,0,1,0,0,2,5,6.662407059526521,0.0,3.4884564846680983,134144,0,25792.0,1,20,190,0
ransomware,5447168,5,34,5368709120,33120,5464064,1024,3629568,1,1,0,0,0,1,0,1,1,0,7,2,6.412273022093024,2.367932203376688,5.174764334689202,3629568,12800,1089228.8,0,16,181,0
ransomware,15799296,7,34,5368709120,33120,15970304,1024,130048,1,0,0,0,0,0,0,0,0,1,3,3,7.998965329261389,0.0,4.545727428773531,15604224,512,2256896.0,1,2,91,0
ransomware,105984,6,258,4194304,33088,122880,1024,65024,1,0,0,1,0,0,0,1,0,0,5,2,7.311914593634837,0.16299007530476972,5.031617361484607,65024,512,17493.333333333332,1,6,107,0
ransomware,736256,8,33166,4194304,0,110592,1024,29696,1,0,0,1,1,0,1,1,1,1,10,5,6.511672174892103,0.0,2.7229984731878623,29696,0,5056.0,1,10,85,0
ransomware,6095872,4,259,4194304,33024,6127616,1024,3520512,1,0,0,0,0,0,0,1,0,0,7,1,7.168956896403993,4.801880484096355,6.106531452718638,3520512,33792,1523712.0,1,15,755,0
ransomware,167936,5,258,4194304,33088,188416,1024,119808,1,0,0,0,0,0,0,1,0,0,4,1,6.628304094983152,2.059885142101415,5.081682529592366,119808,512,33382.4,0,9,159,0
ransomware,59904,3,290,4194304,34112,81920,512,55296,0,0,0,0,0,0,0,1,0,0,1,0,6.146662808748248,0.08153941234324169,3.8475747455701312,55296,512,19797.333333333332,1,1,1,0
ransomware,581632,4,271,4194304,0,602112,4096,147456,1,0,0,0,0,0,0,1,0,1,5,1,7.98660959370542,2.3538338692175267,5.383928957823948,368640,20480,144384.0,1,12,340,0
ransomware,997376,5,258,4194304,49472,1019904,1024,736768,1,0,0,0,0,0,0,1,0,0,4,1,6.596706338829282,4.7176788329467545,5.563932216859941,736768,512,199270.4,0,2,139,0
ransomware,509440,9,559,4194304,352,573440,1024,303616,1,0,0,1,0,0,1,1,1,0,8,4,7.740353154694282,0.0,3.857836662786672,303616,0,56490.666666666664,1,4,135,0
ransomware,407040,8,33166,4194304,0,434176,1024,334336,1,0,1,0,0,0,0,1,0,0,3,5,6.647406823649576,0.0,3.1399572706281225,334336,0,50752.0,1,14,372,0
ransomware,72704,3,258,4194304,34112,86016,1024,67584,0,0,0,0,0,0,0,0,0,1,1,0,7.666354449998423,5.364301991756387,6.524618455574866,67584,1024,23893.333333333332,1,0,0,0
ransomware,260608,5,258,4194304,0,286720,1024,194560,1,0,0,0,0,0,0,1,0,0,5,1,7.20511956283574,3.3275967293860296,5.316255881757483,194560,512,51916.8,1,11,247,0
ransomware,1448960,3,34,4194304,34144,1474560,512,1443328,0,0,0,1,1,0,0,1,0,1,4,0,7.6456271616743825,0.10191042566270775,4.290288407124267,1443328,512,482816.0,0,1,1,0
ransomware,196608,6,270,4194304,0,204800,4096,94208,1,0,0,0,0,0,0,1,0,1,5,2,7.793412751342708,2.552838813252878,4.40674332697051,94208,8192,32085.333333333332,1,6,133,1
ransomware,105984,6,258,4194304,33088,122880,1024,65024,1,0,0,1,0,0,0,1,0,0,5,2,7.317383211127076,0.16299007530476972,5.032528797733313,65024,512,17493.333333333332,1,6,107,0
ransomware,170496,6,258,4194304,33088,188416,1024,116224,1,0,0,0,0,0,0,1,0,0,4,3,6.663015765698766,0.0,4.091252138909232,116224,512,28245.333333333332,1,4,117,0
ransomware,303104,3,258,4194304,34144,327680,512,301056,1,0,0,0,0,0,1,1,1,0,5,0,7.438352335334612,0.10191042566270775,3.688849724228115,301056,512,100864.0,1,1,1,0
ransomware,1328128,6,550,5368709120,352,1343488,1024,790016,0,1,0,0,0,0,0,1,1,0,3,2,7.009518184649779,4.320863420792303,5.547133175400172,790016,2560,221184.0,1,7,111,0
ransomware,2939904,15,34,4194304,33120,3538944,1536,873984,1,0,0,0,0,1,0,1,1,1,7,11,7.99648801466433,0.7883784398951422,5.5130973840369215,998912,512,195891.2,0,1,47,0
ransomware,1076736,7,34,5368709120,33120,1105920,1024,833024,1,0,0,0,0,1,1,1,1,0,5,3,6.458401254783135,3.2741016144496142,5.132309489511424,833024,512,153673.14285714287,1,9,155,0
ransomware,680960,6,258,4194304,34112,974848,1024,248832,0,0,0,1,1,0,0,1,0,0,3,3,6.869482685560786,0.0,1.7952360167692554,677376,0,113322.66666666667,1,1,1,0
ransomware,1424896,3,258,4194304,34112,1449984,512,1406976,0,0,0,0,1,0,0,0,0,1,2,0,7.998824445320375,0.10191042566270775,4.2851006708365,1406976,512,474794.6666666667,1,1,1,0
ransomware,243215,5,258,4194304,33088,270336,1024,160768,1,0,0,0,0,0,0,1,0,1,5,1,6.716167958575302,4.4953831093712795,5.614738196281296,160768,512,48332.8,1,7,130,0
ransomware,428552,5,258,4194304,33088,442368,1024,335872,1,0,0,0,0,0,0,1,0,1,5,1,6.59423902607908,4.7122981932940915,5.701769217229873,335872,512,83558.4,1,11,183,0
ransomware,1005568,5,258,4194304,49472,1028096,1024,743424,1,0,0,0,0,0,0,1,0,0,4,1,6.589441284400287,4.7176788329467545,5.554187526462078,743424,512,200908.8,0,2,139,0
ransomware,428552,5,258,4194304,33088,442368,1024,335872,1,0,0,0,0,0,0,1,0,1,5,1,6.59423902607908,4.7122981932940915,5.701980154432297,335872,512,83558.4,1,11,183,0
ransomware,38912,4,783,4194304,0,53248,1024,8192,0,0,0,0,0,0,0,1,0,0,1,3,7.095394309477842,2.2868198817629093,4.097470595312369,29696,1024,9472.0,0,7,71,0
ransomware,375332,3,271,4194304,0,77824,4096,61440,1,0,0,0,0,0,0,0,0,1,2,0,4.143814729657497,0.0,2.4167723867656328,61440,0,21845.333333333332,1,2,10,0
ransomware,3121082,5,258,4194304,33088,2088960,1024,1503744,1,0,0,1,1,0,0,1,0,1,12,1,6.9369487315991565,4.448079651297446,5.870654469124262,1503744,1536,409907.2,1,15,338,0
ransomware,737644,5,258,4194304,33088,753664,1024,564224,1,0,0,1,0,0,0,1,0,1,7,1,6.5994357650404245,4.684792728369696,5.542539443502835,564224,512,146841.6,0,8,155,0
ransomware,9530880,3,34,4194304,34144,9551872,512,9460224,0,0,0,0,0,0,0,1,0,0,1,0,6.508773160765612,0.10191042566270775,4.143004846948448,9460224,512,3176789.3333333335,1,1,1,0
ransomware,182800,4,258,4194304,33088,196608,1024,139776,1,0,0,0,0,0,0,0,0,1,4,1,6.744506431104587,4.439440123336567,5.6380598289716435,139776,6144,45440.0,1,1,64,0
ransomware,154112,8,33166,4194304,0,241664,1024,75264,0,0,0,0,0,0,0,1,0,0,1,5,6.4520796564717156,0.0,3.250612126714197,75264,0,19136.0,1,13,123,0
ransomware,35328,4,258,4194304,33088,49152,1024,22528,0,0,0,0,0,0,0,1,0,0,1,1,6.578593610348126,0.0,4.417423294808776,22528,0,8576.0,1,9,42,0
ransomware,145920,3,258,4194304,34112,172032,512,143360,0,0,0,1,1,0,0,1,0,0,3,0,4.3732185642119505,0.10191042566270775,2.7170213583437497,143360,512,48469.333333333336,1,1,1,0
