label,file_size,number_of_sections,file_characteristics,imagebase,dll_characteristics,size_of_image,size_of_headers,size_of_code,Check_for_Debugger,contain_bitcoin_address,is_packed,ransomware_command_indicator,suspicious_technique_indicator,contain_monero_address,contain_onion_address,using_encryption_library,ransomware_string_indicator,suspicious_entropy_and_indicator,yara_match_count,unique_section_names,max_entropy,min_entropy,mean_entropy,max_section_size,min_section_size,mean_section_size,is_gui,imported_dll_count,imported_function_count,exported_function_count
benign,4280344,2,8450,268435456,1344,4263936,512,0,0,1,0,0,0,0,0,0,0,1,2,1,3.854156209590201,0.999360993218549,2.4267586014043747,4254720,512,2127616.0,1,0,0,0
benign,3493272,11,34,5368709120,33120,3530752,1024,2184192,1,0,0,0,0,0,0,1,1,1,9,6,6.42896328256521,0.020393135236084953,4.1065105662278745,2184192,512,316509.0909090909,1,12,317,0
benign,103338,19,8230,8829534208,352,126976,1536,8192,0,0,0,0,0,0,0,1,0,1,2,14,6.090964134428341,0.0,3.447305180617268,30208,0,3880.4210526315787,0,4,34,27
benign,104011,19,8230,10944774144,352,131072,1536,8704,0,0,0,0,0,0,0,1,0,1,2,14,5.892565539881191,0.0,3.455258082264705,30208,0,3907.3684210526317,0,4,34,27
benign,114539,19,8230,10609360896,352,139264,1536,18432,0,0,0,0,0,0,0,1,0,1,2,14,6.090062785269392,0.0,3.4649039631983714,30208,0,4419.368421052632,0,4,35,28
benign,12824200,6,258,4194304,49472,593920,1024,238592,1,0,0,0,0,0,0,1,0,1,5,2,6.685359764265178,3.5080985761326375,4.927798515980215,238592,512,87978.66666666667,1,3,157,0
benign,87995,6,7,4194304,0,90112,1024,18944,0,0,0,0,0,0,0,0,0,1,1,3,6.585051167813735,0.0,3.104017978840474,45056,0,12288.0,0,2,29,0
benign,95341,19,8230,14288224256,352,131072,1536,8704,0,0,0,0,0,0,0,1,0,1,2,14,6.25834995790159,0.0,3.141051588715695,30208,0,3772.6315789473683,0,2,23,1
benign,118900,19,8230,10982719488,352,147456,1536,23552,0,0,0,0,0,0,0,1,0,1,2,14,6.246337240202433,0.0,3.3915998012226187,32768,0,4850.526315789473,0,2,26,1
benign,119083,19,8230,9345171456,352,151552,1536,29184,0,0,0,0,0,0,0,1,0,1,2,14,6.274868679361206,0.0,3.37663199275735,30720,0,4985.263157894737,0,2,23,24
benign,95484,19,8230,9278062592,352,126976,1536,7680,0,0,0,0,0,0,0,1,0,1,2,14,6.079039474658271,0.0,3.3196660151564337,30720,0,3772.6315789473683,0,2,22,12
benign,105986,19,8230,13496221696,352,139264,1536,12800,0,0,0,0,0,0,0,1,0,1,2,14,6.019534104433064,0.0,3.4737344609297556,32256,0,4230.736842105263,0,2,24,17
benign,103320,19,8230,14868152320,352,126976,1536,8192,0,0,0,0,0,0,0,1,0,1,2,14,6.044489108521516,0.0,3.360032584108971,30208,0,3880.4210526315787,0,4,34,26
benign,103276,19,8230,7731478528,352,126976,1536,8192,0,0,0,0,0,0,0,1,0,1,2,14,5.96902156160772,0.0,3.351759377237458,30208,0,3880.4210526315787,0,4,34,26
benign,93781,19,8230,12292259840,352,126976,1536,7680,0,0,0,0,0,0,0,1,0,1,2,14,5.9934311773139,0.0,3.25014567924148,30208,0,3718.7368421052633,0,2,22,9
benign,103298,19,8230,14247788544,352,126976,1536,8192,0,0,0,0,0,0,0,1,0,1,2,14,5.9802531085332475,0.0,3.3576531201089694,30208,0,3880.4210526315787,0,4,34,26
benign,103320,19,8230,13189251072,352,126976,1536,8192,0,0,0,0,0,0,0,1,0,1,2,14,6.073589600472428,0.0,3.364506149740374,30208,0,3880.4210526315787,0,4,34,26
benign,103298,19,8230,11275730944,352,126976,1536,8192,0,0,0,0,0,0,0,1,0,1,2,14,6.142208540784478,0.0,3.3665710511711864,30208,0,3880.4210526315787,0,4,34,26
benign,101121,19,8230,10529734656,352,135168,1536,8704,0,0,0,0,0,0,0,1,0,1,2,14,6.117941456394921,0.0,3.2362665771473362,32256,0,3988.2105263157896,0,2,25,1
benign,6656,5,783,4194304,0,24576,1024,3072,0,0,0,0,0,0,0,0,0,0,0,2,5.224037164014254,0.0,2.626440827404476,3072,0,1126.4,0,4,26,0
benign,25355,7,263,4194304,0,32768,1024,3584,0,0,0,0,0,0,0,0,0,1,1,4,5.427870119812274,0.0,3.030207875910172,4096,0,1974.857142857143,0,4,26,0
benign,105596,19,8230,15652093952,352,135168,1536,11264,0,0,0,0,0,0,0,1,0,1,2,14,6.223201553172407,0.0,3.3803363786957217,32256,0,4149.894736842105,0,2,25,1
benign,242507,19,8230,15286730752,352,258048,1536,37888,0,0,0,0,0,0,0,1,0,1,2,14,6.339774527071994,0.0,3.5715282285670993,64512,0,10805.894736842105,0,2,36,1
benign,1602096,7,34,5368709120,33120,1601536,1024,1001472,1,0,0,0,0,1,0,0,0,1,5,3,6.471365084038809,2.4725405728616052,5.1536770763625395,1001472,512,225206.85714285713,1,5,156,0
benign,1245536,3,8226,268435456,34112,1253376,512,1227264,0,0,0,0,0,0,0,1,0,1,2,0,5.843544960006445,0.10191042566270775,2.9337030045058388,1227264,512,409770.6666666667,0,1,1,0
benign,1123880,7,8450,268435456,320,1228800,1024,328704,1,0,0,0,0,0,0,1,0,1,6,3,6.625359190658984,0.16299007530476972,4.429187403239538,660992,512,159012.57142857142,0,2,92,3
benign,1536552,7,8450,268435456,320,1642496,1024,390144,1,0,0,0,0,0,0,1,0,1,6,3,6.598083856740588,0.7318298210618506,4.539299043507598,1016320,512,217965.7142857143,0,2,94,3
benign,3086376,7,8450,268435456,320,3330048,1024,573440,1,0,0,0,0,0,0,1,0,1,6,3,6.652873714320859,1.015409291456863,4.631202103613973,2291712,512,439369.14285714284,0,2,103,3
benign,6464552,7,8450,268435456,320,6815744,1024,1705472,1,0,0,0,0,0,0,1,0,1,6,3,6.546932693198907,1.8557741423710024,5.17176382826461,4167680,512,921965.7142857143,0,2,111,3
benign,11107368,10,8226,6442450944,320,11751424,1024,2198016,1,0,0,0,0,0,0,0,0,1,4,6,6.298308097422283,2.5626244647306144,4.999590376222316,7889408,512,1109657.6,0,3,120,3
benign,7887912,7,8450,268435456,320,8372224,1024,1664512,1,0,0,0,0,0,0,1,0,1,6,3,6.572863674792026,2.486741005717154,4.996364019016274,5647360,512,1125302.857142857,0,3,110,3
benign,2836008,7,8450,268435456,320,3039232,1024,660480,1,0,0,0,0,0,0,1,0,1,6,3,6.625585439679704,1.248569932713751,4.847835354405676,1968128,512,403602.28571428574,0,2,105,3
benign,4775464,10,8226,6442450944,320,5013504,1024,1039872,1,0,0,0,0,0,0,0,0,1,3,6,6.5493699502054135,1.8171787114558824,4.8661060830833645,3350016,512,476467.2,0,2,105,3
benign,2817064,7,8450,268435456,320,3018752,1024,643584,1,0,0,0,0,0,0,1,0,1,6,3,6.621219294488745,1.2577300029010416,4.60899948240509,1968640,512,400896.0,0,2,100,3
benign,19136,2,8226,6442450944,352,12288,1024,0,1,0,0,0,0,0,0,0,0,1,2,1,3.8106749777504185,3.348877810366407,3.579776394058413,1536,1024,1280.0,0,0,0,14
benign,18112,2,8226,6442450944,352,12288,1024,0,0,0,0,0,0,0,0,0,0,1,1,1,4.7195577287980885,3.348877810366407,4.034217769582248,1024,512,768.0,0,0,0,4
benign,18624,2,8226,6442450944,352,12288,1024,0,0,0,0,0,0,0,0,0,0,1,1,1,3.348877810366407,3.1502054274779687,3.249541618922188,1024,1024,1024.0,0,0,0,4
benign,18624,2,8226,6442450944,352,12288,1024,0,0,0,0,0,0,0,0,0,0,1,1,1,4.447078440988972,3.348877810366407,3.8979781256776898,1024,1024,1024.0,0,0,0,10
benign,1974640,8,34,5368709120,33120,2105344,1024,1064960,1,0,0,0,0,0,0,1,0,1,4,3,6.750660413337305,0.020393135236084953,4.193253962655781,1064960,512,243200.0,1,29,448,0
benign,1784128,10,34,5368709120,33120,1802240,1024,1283072,1,0,0,0,0,0,0,1,0,1,5,5,6.430781076140258,0.020393135236084953,3.395171912636279,1283072,512,175667.2,1,31,458,0
benign,5842016,5,271,4194304,34112,405504,1024,25600,0,0,0,0,0,0,0,0,0,1,1,2,6.479451209065,0.0,3.9856386642072623,25600,0,11264.0,1,7,164,0
benign,2870824,6,34,5368709120,53600,2908160,1024,1861120,1,0,0,0,0,0,0,1,0,1,3,2,6.0036676223477805,3.085176139815263,4.954160907639097,1861120,1024,476586.6666666667,1,41,296,0
benign,51232,8,34,5368709120,49504,69632,1024,16896,1,0,0,0,0,0,0,0,0,1,4,4,6.132944391467706,1.1706017324032032,2.9817480867820416,16896,512,4032.0,1,9,88,0
benign,187784,5,258,4194304,33088,192512,1024,67072,1,0,0,0,0,0,0,0,0,1,4,1,6.3235193491924395,3.57524390110998,5.150396170339652,97280,1536,35840.0,0,5,114,0
benign,227632,6,34,5368709120,33120,229376,1024,66048,1,0,0,0,0,0,0,0,0,1,2,2,6.123525330227544,3.58278626932541,4.791014602794395,129024,2048,35072.0,0,5,112,0
benign,428296,6,258,4194304,33088,434176,1024,239616,1,0,0,0,0,0,0,0,0,1,4,2,6.480113531444115,1.491325284942399,4.525040240733562,239616,512,68266.66666666667,1,6,119,0
benign,155648,3,271,4194304,0,409600,4096,155648,0,0,1,0,0,0,0,1,0,1,7,2,7.913254374868426,0.0,3.8921350182850993,153088,0,51541.333333333336,0,9,14,0
benign,121856,8,33166,4194304,0,147456,1024,100864,0,0,0,0,0,0,0,1,0,0,1,5,6.566653203627517,0.0,3.1123325418822954,100864,0,15104.0,0,9,120,0
benign,11501568,10,35,4194304,0,11710464,1024,9379328,1,0,0,0,0,0,0,1,0,0,4,5,6.890557009194709,0.0,3.6228099850124393,9379328,0,1150054.4,1,17,663,3
benign,863232,5,258,4194304,16704,880640,1024,551936,1,0,0,0,0,0,0,1,0,0,3,1,6.693437973415455,3.4959635237307647,5.343569414723797,551936,5120,172441.6,0,1,170,0
benign,842752,5,258,4194304,16704,860160,1024,531968,1,0,0,0,0,0,0,1,0,0,3,1,6.703951190849724,3.492125393462837,5.280080669291721,531968,4608,168345.6,0,1,144,0
benign,822272,5,258,4194304,16704,843776,1024,512512,1,0,0,0,0,0,0,1,0,0,3,1,6.642542066192695,3.491719474634523,5.2986199424138904,512512,4608,164249.6,0,1,142,0
benign,2022933,18,8486,268435456,320,1884160,1536,1398272,1,0,0,0,0,0,0,1,0,1,3,11,6.668913250426631,0.0,3.821759819010161,1398272,0,98076.44444444444,0,4,203,192
benign,158720,11,8750,6442450944,352,192512,1024,89088,0,0,0,0,0,0,0,0,0,0,0,5,6.717343388804668,0.0,3.5573808585904207,89088,0,14336.0,0,13,212,15
benign,4581376,11,8750,6442450944,352,4628480,1024,3408384,0,0,0,0,0,0,0,0,0,0,0,5,6.454010204447476,0.0,3.8235683390313437,3408384,0,416395.63636363635,0,12,410,65
benign,2816000,13,8750,6442450944,352,2928640,1024,1909760,1,0,0,0,0,0,0,0,0,0,1,5,6.4128776032905135,0.0,3.607337299540714,1909760,0,216536.61538461538,0,9,430,61
benign,3800576,12,8750,6442450944,352,3854336,1024,2571264,1,0,0,0,0,0,0,0,0,0,4,5,6.4751499593025805,0.0,3.6047037691356967,2571264,0,316629.3333333333,0,8,392,68
benign,3461632,12,8750,6442450944,352,3506176,1024,1917952,1,0,0,0,0,0,0,1,0,0,5,5,6.82897370544988,0.0,3.6846647140783078,1917952,0,288384.0,0,6,530,176
benign,2604032,11,8750,6442450944,352,2637824,1024,1897984,0,0,0,0,0,0,0,1,0,0,1,5,6.3414449344089725,0.0,3.7792887799105257,1897984,0,236637.0909090909,0,10,526,158
benign,1860096,5,8482,268435456,320,2015232,512,1267712,1,0,0,0,0,0,0,1,0,0,3,1,6.390632762111287,3.77748977951974,5.316479706251136,1267712,2560,371916.8,1,10,248,60
benign,123392,5,258,4194304,33088,139264,1024,86016,1,0,0,0,0,0,0,0,0,0,3,1,6.656900754956218,1.9182243436647095,4.989406761701752,86016,512,24473.6,0,4,91,0
benign,555008,12,8750,6442450944,352,675840,1024,396288,1,0,0,0,0,0,0,1,0,0,2,5,6.450598287435499,0.0,3.388129501019215,396288,0,46165.333333333336,0,3,149,443
benign,728064,12,8750,6442450944,352,2916352,1024,557056,1,0,0,0,0,0,0,1,0,0,5,5,6.482728150397371,0.0,3.535557663893346,557056,0,60586.666666666664,0,4,171,551
benign,1111040,11,8750,6442450944,352,17985536,1024,870400,0,0,0,0,0,0,0,1,0,0,1,5,6.6212755930499405,0.0,3.8682015345157534,870400,0,100910.54545454546,0,6,155,599
benign,92244,19,8230,14955118592,352,126976,1536,6144,0,0,0,0,0,0,0,1,0,1,2,14,5.943997672059678,0.0,3.210279013626206,30208,0,3637.8947368421054,0,2,22,9
benign,106616,19,8230,9415098368,352,143360,1536,13824,0,0,0,0,0,0,0,1,0,1,2,14,6.254800982322686,0.0,3.325981461624876,30208,0,4392.421052631579,0,2,22,10
benign,102868,19,8230,7599685632,352,126976,1536,8192,0,0,0,0,0,0,0,1,0,1,2,14,5.858117091105926,0.0,3.3639165248241114,30208,0,3880.4210526315787,0,4,34,29
benign,121258,19,8230,11807686656,352,143360,1536,13824,0,0,0,0,0,0,0,1,0,1,2,14,6.197538949740416,0.0,3.268337790936067,35840,0,4796.631578947368,0,2,27,1
benign,122776,19,8230,10202447872,352,143360,1536,15360,0,0,0,0,0,0,0,1,0,1,2,14,6.251803387394393,0.0,3.28266361332148,35840,0,4877.473684210527,0,2,27,1
benign,2295184,11,558,4299161600,32768,2367488,1024,959488,0,0,0,0,0,0,0,1,0,1,2,6,7.1579518561719935,0.0,4.181576219394973,1126912,0,207499.63636363635,0,3,243,2583
benign,1088224,9,34,5368709120,49504,1093632,1024,557056,1,0,0,0,0,0,0,1,0,1,5,5,6.342643526550626,0.11611507530476972,4.050367759865595,557056,512,118556.44444444444,1,20,383,0
benign,1089176,8,34,5368709120,33120,1089536,1024,548864,1,0,0,0,0,1,0,1,0,1,6,4,6.354822619236487,0.11611507530476972,4.3157009380939755,548864,512,133504.0,1,19,406,0
benign,2966176,7,34,5368709120,33120,2949120,1024,1934848,1,0,0,0,0,1,0,1,1,1,7,3,6.42121915268987,2.628920504891984,5.158038787083839,1934848,512,418377.14285714284,0,7,216,0
benign,1940408,7,34,5368709120,33120,1949696,1024,1558528,1,0,0,0,0,1,0,1,0,1,7,3,6.464760241585398,2.4806298491312853,4.863228520059165,1558528,512,273115.4285714286,1,9,195,0
benign,1508704,10,34,5368709120,49504,1519616,1024,884736,1,0,0,0,0,0,0,1,0,1,6,6,6.438121533899953,0.11611507530476972,3.8068409553463796,884736,512,148377.6,1,6,204,1
benign,18991400,10,34,5368709120,33120,37150720,1024,228352,0,0,0,0,0,0,0,1,0,1,2,6,7.9666893715145415,0.0,1.1339779561106582,18978816,0,1898035.2,0,5,5,0
benign,18991400,10,34,5368709120,33120,37150720,1024,228352,0,0,0,0,0,0,0,1,0,1,2,6,7.9666893715145415,0.0,1.1339779561106582,18978816,0,1898035.2,0,5,5,0
benign,95841,19,8230,16032333824,352,131072,1536,8704,0,0,0,0,0,0,0,1,0,1,2,14,6.279245055225919,0.0,3.238409858890475,30208,0,3799.5789473684213,0,2,25,9
benign,444204,19,8230,13819510784,352,442368,1536,67584,0,0,0,0,0,0,0,1,0,1,2,14,7.608956813470741,0.0,4.208481519824486,222720,0,20372.21052631579,0,6,81,132
benign,433091,19,8230,9276424192,352,425984,1536,49664,0,0,0,0,0,0,0,1,0,1,2,14,7.60895881513797,0.0,4.160418110063284,222720,0,19671.57894736842,0,6,81,133
benign,624942,19,8230,9314566144,352,593920,1536,127488,0,0,0,0,0,0,0,1,0,1,2,14,7.609023657309804,0.0,4.39356022388025,222720,0,28860.63157894737,0,6,101,147
benign,428510,19,8230,8804171776,352,425984,1536,51712,0,0,0,0,0,0,0,1,0,1,2,14,7.608957251727994,0.0,4.160110563120593,222720,0,19536.842105263157,0,6,81,132
benign,436628,19,8230,14037221376,352,430080,1536,55296,0,0,0,0,0,0,0,1,0,1,2,14,7.60896297120094,0.0,4.21044866612881,222720,0,19779.36842105263,0,6,87,135
benign,2311264,8,34,5368709120,33120,2306048,1024,797184,1,0,0,0,0,0,0,1,0,1,5,3,6.445662997694029,0.020393135236084953,4.371742719750331,816128,512,284928.0,1,8,216,0
benign,1207008,7,258,4194304,33088,1208320,1024,691712,1,0,0,0,0,0,0,1,0,1,7,3,6.619537929681341,0.06591441234324169,4.328736193591693,691712,512,169252.57142857142,1,7,186,0
benign,211456,7,34,5368709120,49504,315392,1024,94720,1,0,0,0,0,0,0,0,0,0,1,3,6.105330024552631,0.7354871826419339,3.7612116221578202,105472,512,30061.714285714286,0,21,154,0
benign,109390,19,8230,10571218944,352,135168,1536,13824,0,0,0,0,0,0,0,1,0,1,2,14,6.228563289588545,0.0,3.432261336130618,30208,0,4176.8421052631575,0,4,34,27
benign,287744,7,34,5368709120,33120,311296,1024,84992,1,0,0,0,0,0,0,0,0,0,1,3,6.789508403915457,1.4373119161429975,4.507758186053416,148480,512,40960.0,1,1,77,0
benign,109138,19,8230,14549712896,352,135168,1536,12800,0,0,0,0,0,0,0,1,0,1,2,14,6.060256026743383,0.0,3.4623010451503644,30208,0,4122.9473684210525,0,4,35,27
benign,104698,19,8230,13305184256,352,135168,1536,9728,0,0,0,0,0,0,0,1,0,1,2,14,6.232281984227121,0.0,3.291215493061028,32256,0,4122.9473684210525,0,2,25,1
benign,105227,19,8230,10593763328,352,135168,1536,10240,0,0,0,0,0,0,0,1,0,1,2,14,6.228340402112141,0.0,3.3017505209716154,32256,0,4149.894736842105,0,2,25,1
benign,97280,6,34,5368709120,49504,114688,1024,78848,0,0,0,0,0,0,0,0,0,0,0,2,5.980699094780289,0.30140680731160896,3.1953777167618402,78848,512,16042.666666666666,0,34,123,0
benign,110392,6,34,5368709120,49504,122880,1024,29696,1,0,0,0,0,0,0,1,0,1,3,2,6.1311480795342685,3.272268144321196,4.394459488601135,29696,1536,16810.666666666668,0,4,109,0
benign,22067,5,775,4194304,0,24576,1024,4096,0,0,0,0,0,0,0,0,0,1,1,2,5.577361572368812,0.0,2.380917934457425,4096,0,1331.2,1,4,35,0
benign,513132,5,775,4194304,0,311296,1024,259584,0,0,0,0,0,0,0,1,0,1,2,2,6.075617067321706,0.0,3.5806901958093613,259584,0,55296.0,1,7,131,0
benign,96387,19,8230,12591497216,352,131072,1536,10240,0,0,0,0,0,0,0,1,0,1,2,14,5.960551362945387,0.0,3.3144026911782416,30208,0,3853.4736842105262,0,2,22,11
benign,40448,7,34,5368709120,49504,61440,1024,4608,0,0,0,0,0,0,0,0,0,0,0,3,5.9323589514139625,0.2780353556084172,2.564381226641512,28672,512,5632.0,0,4,45,0
benign,102186,19,8230,16043868160,352,126976,1536,7680,0,0,0,0,0,0,0,1,0,1,2,14,6.055263651517658,0.0,3.431556534289753,30208,0,3826.5263157894738,0,4,34,26
benign,129190,19,8230,15102902272,352,151552,1536,20992,0,0,0,0,0,0,0,1,0,1,2,14,6.291588628719499,0.0,3.393852360378538,35840,0,5173.894736842105,0,2,28,1
benign,93780,19,8230,12673417216,352,126976,1536,7680,0,0,0,0,0,0,0,1,0,1,2,14,6.114974449582574,0.0,3.2410497139300216,30208,0,3718.7368421052633,0,2,22,9
benign,299087,19,8230,13413515264,352,315392,1536,84480,0,0,0,0,0,0,0,1,0,1,2,14,6.27319050334646,0.0,3.8788160348850145,84480,0,13689.263157894737,0,2,36,38
benign,102814,19,8230,14597488640,352,131072,1536,8704,0,0,0,0,0,0,0,1,0,1,2,14,6.117313367663541,0.0,3.4061788457954205,30720,0,3961.2631578947367,0,3,40,22
benign,98532,19,8230,9937813504,352,126976,1536,7680,0,0,0,0,0,0,0,1,0,1,2,14,6.0445672709746985,0.0,3.380375556418504,30208,0,3799.5789473684213,0,3,36,21
benign,102250,19,8230,14757527552,352,131072,1536,8704,0,0,0,0,0,0,0,1,0,1,2,14,6.081126507409636,0.0,3.3545735824880643,30208,0,3934.315789473684,0,3,43,20
benign,99519,19,8230,13895991296,352,126976,1536,7680,0,0,0,0,0,0,0,1,0,1,2,14,6.000794391693299,0.0,3.32273791019948,30208,0,3826.5263157894738,0,3,39,20
benign,113269,19,8230,14935588864,352,135168,1536,16384,0,0,0,0,0,0,0,1,0,1,2,14,6.182218424852019,0.0,3.4517512626828584,30208,0,4338.526315789473,0,4,35,29
benign,51200,5,258,4194304,49472,65536,1024,39424,1,0,0,0,0,0,0,0,0,0,2,1,6.30972948043827,2.347145191616241,4.5156692544873565,39424,512,10035.2,1,24,118,0
benign,96006,19,8230,11768954880,352,131072,1536,8704,0,0,0,0,0,0,0,1,0,1,2,14,6.008291997844052,0.0,3.200860616084416,30208,0,3799.5789473684213,0,2,23,1
benign,22528,5,290,4194304,49472,36864,1024,12288,1,0,0,0,0,0,0,0,0,0,2,1,5.750541709716855,0.1833387916558982,4.247317344877101,12288,512,4300.8,0,9,107,0
benign,23040,6,34,5368709120,49504,40960,1024,10240,0,0,0,0,0,0,0,0,0,0,0,2,5.501375346043204,0.30140680731160896,2.983077669711825,10240,512,3669.3333333333335,0,7,110,0
benign,6509152,14,34,5368709120,49504,6619136,1536,4896768,1,0,0,0,0,1,0,1,0,1,11,8,6.620118391830805,0.12227588125913882,3.9921047103249037,4896768,512,464091.4285714286,1,18,410,4
benign,3390048,12,34,5368709120,49504,3469312,1024,2444288,1,0,0,0,0,1,0,0,0,1,10,7,6.590998837703772,0.12227588125913882,4.0598167953346875,2444288,512,281557.3333333333,1,4,232,5
benign,1463904,10,34,5368709120,49504,1540096,1024,1153536,1,0,0,0,0,0,0,0,0,1,4,5,6.560792126521652,0.2951446603346658,3.989358023804422,1153536,512,145254.4,1,9,168,1
benign,1773664,11,34,5368709120,49504,1847296,1024,1175552,1,0,0,0,0,0,0,0,0,1,4,6,6.562209138049167,0.16437607052457798,4.096920530009707,1175552,512,160209.45454545456,1,10,179,1
benign,162304,6,8450,1614282752,16704,180224,1024,115200,1,0,0,0,0,0,0,1,0,0,3,2,6.4760510407865395,1.2769015008999247,4.891563619807434,115200,512,26880.0,1,7,168,4
benign,290816,5,258,4194304,49472,299008,1024,98304,1,0,0,0,0,0,0,0,0,0,3,1,6.469700720607278,0.6763117732245993,4.935376399116008,179712,512,57958.4,1,35,189,0
benign,96256,7,8226,6442450944,352,122880,1024,72192,1,0,0,0,0,0,0,0,0,0,1,3,6.610342090611727,0.2553906363955928,4.405273116160493,72192,512,13604.57142857143,1,8,94,2
benign,99755,19,8230,9861136384,352,131072,1536,8192,0,0,0,0,0,0,0,1,0,1,2,14,6.008279241618604,0.0,3.3485195859305557,31744,0,3934.315789473684,0,2,25,11
benign,412088,6,258,4194304,33088,409600,1024,185344,1,0,0,0,0,0,0,1,0,1,7,2,6.5993705059397785,2.0958477417494574,4.177562066663588,185344,512,65194.666666666664,1,11,156,0
benign,1907936,9,34,5368709120,49504,1908736,1024,612352,1,0,0,0,0,0,0,1,1,1,6,5,6.340419529312869,0.11611507530476972,4.1556551245903846,1047040,512,208839.11111111112,1,19,418,0
benign,187280,6,258,4194304,33088,184320,1024,101376,1,0,0,0,0,0,0,0,0,1,7,2,6.602132760696255,0.9578704449451545,4.2233933337536405,101376,512,27733.333333333332,1,14,219,0
benign,120098,19,8230,15683158016,352,159744,1536,11776,0,0,0,0,0,0,0,1,0,1,2,14,6.128631275536672,0.0,3.4713990434216586,36352,0,4850.526315789473,0,2,25,11
benign,114899,19,8230,11765088256,352,143360,1536,13312,0,0,0,0,0,0,0,1,0,1,2,14,6.211560977829693,0.0,3.4320605183233868,34304,0,4608.0,0,2,24,17
benign,235716,19,8230,12778274816,352,253952,1536,30720,0,0,0,0,0,0,0,1,0,1,2,14,6.285379827234747,0.0,3.626044773371528,66560,0,10536.421052631578,0,2,36,10
benign,95943,19,8230,10454040576,352,126976,1536,8192,0,0,0,0,0,0,0,1,0,1,2,14,6.219831325755929,0.0,3.334417435043205,30720,0,3799.5789473684213,0,2,22,12
benign,96870,19,8230,11920343040,352,131072,1536,10240,0,0,0,0,0,0,0,1,0,1,2,14,5.968205525895584,0.0,3.236668166987756,30208,0,3880.4210526315787,0,2,22,10
benign,103876,19,8230,14755299328,352,131072,1536,8704,0,0,0,0,0,0,0,1,0,1,2,14,6.079598973341592,0.0,3.38120765414896,30208,0,3907.3684210526317,0,4,34,26
benign,95029,19,8230,12018712576,352,126976,1536,7680,0,0,0,0,0,0,0,1,0,1,2,14,5.98306923801522,0.0,3.171141015630031,30208,0,3745.684210526316,0,2,24,1
benign,118810,19,8230,10727915520,352,147456,1536,23552,0,0,0,0,0,0,0,1,0,1,2,14,6.262981090852658,0.0,3.384492549751322,32768,0,4850.526315789473,0,2,26,1
benign,95122,19,8230,7709917184,352,126976,1536,7680,0,0,0,0,0,0,0,1,0,1,2,14,5.985969111958186,0.0,3.1841421532014587,30208,0,3745.684210526316,0,2,24,1
benign,48680,3,258,4194304,34112,49152,512,19456,0,0,0,0,0,0,0,0,0,1,1,0,5.28378163160544,0.08153941234324169,2.837036360402848,19456,512,7850.666666666667,1,1,1,0
benign,47656,2,34,5368709120,34144,40960,512,18944,0,0,0,0,0,0,0,0,0,1,1,0,5.372548138746655,3.1372065338475252,4.25487733629709,18944,3584,11264.0,1,0,0,0
benign,34848,5,258,4194304,33088,32768,1024,7168,1,0,0,0,0,0,0,0,0,1,4,1,6.219237504177062,0.9714623834641276,3.9487992037313027,7168,512,3174.4,0,10,59,0
benign,41472,5,258,4194304,49472,69632,1024,31232,1,0,0,0,0,0,0,0,0,0,3,1,6.591450652848757,1.5334945904272927,4.7606915966905445,31232,512,8089.6,0,25,111,0
benign,95335,19,8230,13037273088,352,131072,1536,9216,0,0,0,0,0,0,0,1,0,1,2,14,6.15066158031746,0.0,3.2693239068910223,30208,0,3799.5789473684213,0,2,22,10
benign,16896,6,34,5368709120,49504,36864,1024,7168,0,0,0,0,0,0,0,0,0,0,0,2,5.920810540958868,0.30140680731160896,3.079994943182921,7168,512,2645.3333333333335,0,11,62,0
benign,36384,8,815,4194304,32768,53248,1024,16384,1,0,0,0,0,0,0,0,0,1,3,4,5.914064560260757,0.0,3.233351102104683,16384,0,3687.0,0,2,82,0
benign,36384,9,559,4299161600,32768,61440,1024,16896,1,0,0,0,0,0,0,0,0,1,3,5,5.8934443449132266,0.0,3.1008294303339117,16896,0,3277.3333333333335,0,2,81,0
benign,35360,6,783,4194304,0,49152,1024,18944,1,0,0,0,0,0,0,0,0,1,3,2,6.00041133188189,0.0,2.952521917191436,18944,0,4778.666666666667,0,2,83,0
benign,36384,8,815,4194304,32768,53248,1024,16384,1,0,0,0,0,0,0,0,0,1,3,4,5.904676684232847,0.0,3.2023466827154685,16384,0,3687.0,0,2,82,0
benign,35872,9,559,4299161600,32768,61440,1024,16896,1,0,0,0,0,0,0,0,0,1,3,5,5.894180782568291,0.0,3.105975916209749,16896,0,3220.4444444444443,0,2,81,0
benign,247040,5,8450,268435456,320,286720,1024,167424,1,0,0,0,0,0,0,1,0,1,5,1,6.701644698004042,3.681390660175093,5.16926953386047,167424,1536,47104.0,1,5,201,27
benign,2256128,5,258,4194304,33088,2449408,1024,1218560,1,0,0,0,1,0,0,1,0,1,9,1,6.758472932176204,4.2808690693431934,5.489422083556963,1218560,20480,448921.6,1,13,502,0
benign,312576,7,8226,6442450944,352,368640,1024,205312,1,0,0,0,0,0,0,1,0,1,3,3,6.436096506685458,2.55270649330499,4.508589413729525,205312,512,43008.0,1,5,199,27
benign,2540288,7,34,5368709120,33120,2834432,1024,1407488,1,0,0,0,1,0,0,1,0,1,7,3,6.500084728416,2.4418430831906095,4.81850880761585,1407488,512,361252.5714285714,1,13,499,0
