label,number_of_sections,entry_point,dll_characteristics,Check_for_Debugger,manipulate_user_auth,can_download_execute_components,C2_indicator,ConventionEngine_indicator,contain_crypto_address,suspicious_imphash,is_packed,ransomware_command_indicator,suspicious_technique_indicator,can_access_network_share,contain_tor_link,ransomware_string_indicator,use_security_base_api,manipulates_system_shell,cmd_powershell_usage_indicator,suspicious_entropy_and_indicator,use_win_base_api,files_directories_manipulation,retrieves_account_information,using_encryption_library,use_http_services,supports_windows_networking,can_create_process_and_threads,can_manipulate_windows_registry,can_send_receive_data,can_manipulate_windows_services,performs_gui_actions,yaraify_indicator,yara_match_count,unique_section_names,max_entropy,min_entropy,mean_entropy,SectionsMinRawsize,SectionMaxRawsize,SectionsMeanRawsize,SectionsMinVirtualsize,SectionMaxVirtualsize,SectionsMeanVirtualsize,chi2_max,chi2_min,chi2_mean,chi2_global,imported_dll_count,imported_function_count,exported_function_count
ransomware,4,129536,1344,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,13,1,7.896621581374547,5.210721905746556,6.17523188781098,8704,211968,87808.0,3543040,3891200,3752960.0,3452214.772946856,21343.658914728687,1766001.3073118008,5892648.421348316,0,0,0
ransomware,6,4146,33088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7.282626034460844,0.0131269437212195,2.98984438533013,4096,3653632,621909.3333333334,1752,3651908,620438.8333333334,26466094.11448992,717410.625,5746155.449637212,29028235.09868418,3,34,0
ransomware,6,96368,33088,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,20,2,6.703086135732265,0.0203931352360849,4.431418770907205,512,829952,189781.3333333333,9,829887,190808.66666666663,10989382.874493912,130049.0,2975693.696551261,11881534.239442954,6,167,0
ransomware,7,579128,33120,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,14,3,6.458401254783135,3.2741016144496142,5.1323736199438335,512,833024,153673.14285714287,348,832878,154612.0,7526518.442771103,9292.0,2016045.847216681,9223793.302425109,9,155,0
ransomware,3,225198,34112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,6.599699862549088,0.1019104256627077,3.650009703484293,512,217088,73216.0,12,217012,72956.33333333333,2163347.9882075484,92227.25,794530.0794025161,2294002.439534884,1,1,0
ransomware,5,41653,33024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7.883392680451913,2.569117394229569,5.820508864640532,512,36352,10956.8,344,35915,11236.8,374955.704225352,1608.2222222222258,98094.98528951488,411714.8807339448,1,1,0
ransomware,5,24851,33088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,10,1,6.686025438395135,2.2218454442011284,5.054661578952468,512,68608,20889.6,480,68268,22925.6,1206287.074074068,9297.0,390765.544068545,501116.68658024975,3,79,0
ransomware,6,103535,33088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,3,7.987233276034072,3.0389614741823974,5.961838767966246,1536,97792,24832.0,1202,97606,25265.83333333333,616325.9424083768,873.7375000000005,151780.5369291739,551224.0204778154,3,25,0
ransomware,5,102229,33088,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,21,1,6.6346146776549455,4.564351484455345,5.880182779410701,10752,320000,98713.6,15232,319976,99378.0,4254874.039408872,82839.44736842062,1322261.1169918224,4202356.668737064,10,204,0
ransomware,7,103535,33088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,7.9870810226399485,2.9337361310958805,5.663302518142991,1536,97792,28306.285714285717,1170,97768,28645.714285714286,2115240.8865979365,920.7124999999996,434710.59190553904,1776255.6066838058,3,24,0
ransomware,7,208729,33088,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,13,2,6.70568230600356,0.0203931352360849,4.504687627641675,512,361472,73654.85714285714,9,361341,74670.0,4581537.000000008,9292.0,974342.992716482,4084850.3647175375,4,99,0
ransomware,4,12192,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,5,1,7.614697101446199,0.5998633347451567,4.822247979771648,2048,142848,44032.0,1984,142586,43747.0,4751126.642857145,62986.15789473668,1287935.965868974,936787.7976878616,7,171,0
ransomware,15,426624,33120,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,21,11,7.997438896168292,0.8556848540171443,5.639399027865218,512,2419712,487389.8666666666,48,2419680,512303.4666666667,58284066.41028353,2118.782447466008,6309319.780976858,54185339.11195912,1,45,0
ransomware,5,23449,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,11,1,7.924425564343815,3.9769125235700313,5.856207378042206,512,30720,11187.4,1624,30663,11276.6,150012.6666666669,1967.663970303064,70600.73612739399,213888.95535714307,6,129,0
ransomware,6,14757,33088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,9,2,6.664077156352691,0.9888250417717234,3.834384119297281,512,73728,23637.33333333333,180,73447,25409.5,3354851.1176470737,37930.22222222215,1037188.5677559949,3341541.8315412207,7,92,0
ransomware,5,50212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,12,1,7.333620657355203,3.3275967293860296,5.335437044395027,1536,194560,52121.6,1448,194493,53952.6,1251822.08045977,67538.3333333333,510508.6494387824,1316707.072407045,11,247,0
ransomware,7,5012508,33088,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,3,7.965156529523968,0.0,2.327159490468668,0,6114304,887149.7142857143,1508,6114272,1600261.142857143,3403654.244565217,0.0,556579.8605154816,612409.9707361311,11,23,0
ransomware,5,384060,33088,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,18,1,6.664490231101334,4.028874280754401,5.5847404408924906,24064,563200,178278.4,32620,562692,179756.8,5303609.023460409,138463.89705882344,2413593.3582889056,7683091.906465701,6,134,0
ransomware,6,4096,352,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,8,2,7.221237883475487,4.33133693075277,5.619717976322785,2560,1114112,330240.0,2208,1113856,329980.6666666667,7764973.679687503,63470.3125,1742057.7556052692,6198102.109504132,7,114,0
ransomware,3,786320,33024,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,9,1,6.790404022075631,4.126180505266327,5.8367440498948975,512,917504,327168.0,470,917091,338644.3333333333,6052923.693080357,23719.0,2192419.421887001,6045497.487754038,5,9,0
ransomware,5,43936,34112,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,14,1,6.158340542512288,0.1144633812591388,4.121703069656654,512,74752,15974.4,8,74281,15670.2,656006.1027397263,19079.0,181639.03388127853,806008.5381458602,7,80,0
ransomware,4,17264,33088,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,13,1,6.676453008578546,1.8392609326441312,5.149502716079728,2560,81408,29696.0,4544,81137,30116.75,1023510.5932203355,21143.666666666748,468273.6495629457,1108683.9982295292,1,80,0
ransomware,17,4768,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,15,11,6.091938833703842,0.0,3.041731208377193,0,134144,15088.941176470587,28,133992,15952.764705882351,13276743.34351148,0.0,933391.553552622,51205814.87007256,3,88,0
ransomware,5,8496,33120,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,8,2,5.580770117591064,2.0818277276371604,4.160557243764307,512,34816,8806.4,160,34462,8566.0,364847.3970588233,34234.33333333329,170330.19607843188,650230.8068181867,4,50,0
ransomware,7,5216,320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,11,4,5.895961872267033,0.0611628522411544,3.86483083443652,512,387072,115200.0,260,392428,115615.71428571428,5691069.362464185,129030.0,1980966.094514616,7146696.105897276,1,94,3
ransomware,4,39996,33088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,12,1,7.670636836967445,3.306748476020408,6.078167144700474,3584,94720,45952.0,3576,94688,47791.0,521208.7777777783,14719.2857142857,277572.6345182434,1259355.4926790227,2,70,0
ransomware,4,12192,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,5,1,7.614697101446199,0.5998633347451567,4.82120341483839,2048,142848,44032.0,1984,142586,43747.0,4751126.642857145,63167.78947368402,1287981.3737637107,936815.5375722544,7,171,0
ransomware,4,356128,32768,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,14,1,7.187714585047044,4.9753494326636405,5.934408746166563,6144,353792,139648.0,6024,353603,139431.25,9495021.626740942,181746.49999999837,2715378.6887040483,5588172.316428306,6,544,0
ransomware,6,133904,33088,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,11,2,6.464559907489339,0.3717824769087252,4.193030057483024,512,176128,38485.333333333336,284,175779,38654.16666666666,5530327.733333346,9292.0,1344715.483133077,3490506.5033112587,3,68,0
ransomware,5,204432,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,6,1,7.924854259686756,0.0,3.420065741882893,4096,204800,48332.8,1600,203354,46233.2,2366278.958333352,56671.57749999996,1159903.2196666675,1542793.6586888668,5,66,2
ransomware,3,5220,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6.967627691198396,0.0,2.9934214815154454,4096,569344,193877.3333333333,2904,567712,191604.0,6602633.866007187,1044480.0,3018992.205335729,8057736.449300705,1,63,0
ransomware,4,39996,33088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,11,1,7.670636836967445,3.306748476020408,6.078167144700474,3584,94720,45952.0,3576,94688,47791.0,521208.7777777783,14719.2857142857,277572.6345182434,672267.869806094,2,70,0
ransomware,4,9952,32768,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,13,2,7.000831776598332,3.858518864601322,5.614022183736709,2560,248832,69120.0,2136,248604,68943.0,2039898.635802467,35041.15384615382,766698.7765788212,2283522.591746205,8,208,0
ransomware,11,1139792,49504,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,26,6,6.529359905503838,0.1222758812591388,3.227240188315058,512,2721280,338850.9090909091,40,2721028,343232.8181818182,17464449.429162752,57116.0,4552497.192320164,33258597.996138584,2,255,1
ransomware,3,786320,33024,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,9,1,6.7903214343881855,4.126180505266327,5.83671652066575,512,917504,327168.0,470,917091,338644.3333333333,6052923.693080357,23719.0,2192422.803607431,6045673.09015112,5,9,0
ransomware,5,12199,33088,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,12,2,7.892663865876263,5.2778312416346775,6.326720802798219,1536,34304,11161.6,1518,34200,12730.2,165247.38805970165,5604.250000000008,73398.66927860696,261965.31531531495,9,111,0
ransomware,4,35393,33024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,4,1,7.832514992042504,0.0,2.8513504708308464,0,257536,66816.0,256,257408,66710.0,1794220.0714285711,0.0,534926.7880360693,577020.8413324133,5,45,0
ransomware,4,44574,34112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7.717021789126726,0.0131269437212195,3.3741780652164524,4096,49152,23552.0,12,47196,20926.25,1042433.25,69414.22916666615,785536.7204861116,1974973.4062500144,1,1,0
ransomware,12,298928,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,17,9,6.630055404136564,0.9724165017923792,4.842543952621635,512,1591808,225536.0,54,1591364,232118.5833333333,19912558.868124817,17033.0,3319752.721761028,32531246.97314675,3,32,0
ransomware,5,43920,34112,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,12,1,5.848553321769547,0.1144633812591388,4.052936109741489,512,74240,15872.0,8,74231,15657.8,1125515.9586206896,18944.0,275756.4050574712,1332744.9936305746,7,80,0
ransomware,6,126016,49472,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,18,2,6.708075396341128,3.2982538067961342,5.349572961454828,512,201216,73216.0,392,200938,96469.33333333331,2430118.548022595,34058.0,952600.0336005184,83561.980180123,2,150,0
ransomware,5,235613,33088,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,22,1,6.573041312500696,3.644867998947962,5.240044775813267,512,466432,136192.0,480,466198,136891.2,17518123.97959182,9305.0,4092439.038716449,10164873.743243234,11,189,0
ransomware,3,251438,34112,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,6.121747703679286,0.1019104256627077,3.482080274131338,512,243712,142336.0,12,243252,141986.66666666666,14666642.997899167,128015.0,5868219.623949583,10553862.859880237,1,1,0
ransomware,7,577624,33120,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,13,3,6.455672443789394,3.276079319742529,5.1268244826531015,512,831488,153380.57142857142,348,831406,154329.7142857143,7487287.148036261,9292.0,2011153.4166377007,9194751.616484031,9,154,0
ransomware,7,5216,320,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,12,4,5.914907184924636,0.0611628522411544,3.869223179631247,512,388608,111981.71428571428,260,394052,112441.71428571428,5334110.049079756,129030.0,1928317.0187782375,6859249.904761913,1,94,3
ransomware,5,13613,34112,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,12,2,7.815817479352124,0.0,4.6905814159261405,0,2934784,593817.6,5286,2934494,641648.6,2166614.8344382416,0.0,526124.4946177796,2228558.769066414,7,164,0
ransomware,5,15232,33088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,7.614800881257884,6.064165331926473,6.623055130960793,512,89088,22425.6,900,88704,22349.0,580589.9195402301,236.0,165346.002658046,720686.0138119656,0,0,0
ransomware,5,13128,34112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,10,2,6.434985703212657,0.0,4.069826911431566,0,173568,41267.2,4992,173376,78761.4,5902929.365781717,0.0,1262378.0390386963,1428038.5275139618,7,159,0
ransomware,7,34596,33120,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,17,3,6.297651523228285,1.401115112718413,4.166442127257441,512,91648,29915.42857142857,168,3596816,533837.1428571428,11791168.95454542,9294.0,2117963.957010144,9848024.06151038,3,98,0
ransomware,5,71033,33088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,7.696870283824037,1.4433139052108186,5.47270094960745,4096,69632,18841.6,856,67238,16682.0,763498.125,7005.375,350724.65098039154,1451655.9947916798,3,19,0
ransomware,13,418752,33120,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,19,9,7.996970941595026,0.7622316359445953,5.930745600021606,512,2475008,561939.6923076923,43,2474924,591825.3076923077,56573974.08408344,1986.3133583021204,7314660.456109609,54993156.08492754,1,39,0
ransomware,3,93712,33024,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,29,1,6.858699193362039,4.596546044862718,5.98628030997083,512,105472,49493.333333333336,9280,105050,52127.333333333336,716537.4223300967,32500.0,294819.60262408847,765346.8390410957,14,208,0
ransomware,6,68016,33088,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,14,2,7.31372840352597,0.1629900753047697,5.0213209352518895,512,64000,17322.666666666668,16,63926,17281.666666666668,941434.714285714,9297.0,265117.69266666664,1165184.9609756086,6,106,0
ransomware,5,18284,320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,10,1,7.99285576264317,4.724728911998389,6.227222938482418,512,378880,94822.4,480,386728,96284.0,870436.3478260866,5554.366216216207,238076.84624357507,200913.1131465516,1,71,3
ransomware,3,68050,34144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10,0,7.0659984713208885,0.0815394123432416,4.034107693730289,512,59904,21674.666666666668,12,59864,21416.0,414377.7692307694,71597.8888888889,204832.5527065528,528770.71875,1,1,0
ransomware,5,258438,33088,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,20,1,6.649011474860587,3.316619590046189,4.850607582700105,1536,535040,158617.6,1496,534604,159300.4,19923386.46296298,80951.00000000033,5058012.6931280345,13353038.56479689,11,203,0
ransomware,4,4912,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,1,7.440315904366295,3.4274231554093557,5.3896690454835525,2048,211456,82944.0,1760,211264,82695.0,5891319.203619916,92760.50000000007,1712701.1120429933,3635377.619248119,6,172,0
ransomware,4,15780,33024,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,12,1,6.903023909258434,4.001629512626461,5.538286769168138,2048,449024,119936.0,1616,448752,119685.25,3148979.862029649,127776.25,906778.3936324122,3526326.7742278995,6,40,0
ransomware,6,370720,33120,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,19,2,6.148116447482047,0.0,3.4446842224726306,512,2426368,842240.0,4,2426320,907176.6666666666,58193846.6782742,100981.33333333366,16979031.755355176,76228555.55454274,1,39,0
ransomware,3,226462,34112,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,15,0,6.244299409134743,0.1019104256627077,3.485514451058292,512,218624,73557.33333333333,12,218276,73248.0,2963664.5222482434,76295.00000000032,1055991.5074160814,3097947.0995370275,1,1,0
ransomware,9,5328,352,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,15,4,7.747114245666101,0.0,3.858586582687584,0,303616,56490.66666666666,104,303560,59996.0,2048974.9696458671,0.0,562063.4661606477,3175496.355778892,4,135,0
ransomware,5,95292,32832,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,17,1,6.6167968477308605,2.4665873090898818,4.7004922551369,2048,99840,25497.6,2016,99832,26481.6,1664308.4800000016,30190.0,603170.356940171,1378574.378399803,7,144,0
ransomware,7,35652,33120,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,17,3,6.177767695693422,0.0635117493956654,1.9828366268531987,512,92672,29476.571428571428,168,3593040,533447.4285714285,10566729.282258045,126501.0,2210659.593548901,898521054.1256791,0,0,0
ransomware,7,91784,320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,8,3,6.748617536710902,1.9028670070359848,5.219890187728132,512,1194496,328850.28571428574,196,1194148,328980.5714285714,29398798.871410195,26875.416666666835,7210693.113328484,47634384.42885733,1,78,2
ransomware,4,12944,34112,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,13,1,6.178801731815165,0.0,4.138738958667501,0,23040,10752.0,8,22814,10521.5,857776.9333333349,0.0,256879.50416666715,717376.1627907,12,115,0
ransomware,3,1968478,34144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4.084048473388393,0.0815394123432416,2.411908833976247,512,1960448,654165.3333333334,12,1960292,653922.6666666666,88121376.29198249,77437.66666666699,29442445.31954972,88020794.0302556,1,1,0
ransomware,5,25111,33088,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,17,1,6.652187512703091,4.585948872900922,5.512065944921489,512,80384,27955.2,480,80068,29345.6,1476039.0185185133,9294.0,512378.7125859301,1325771.2010906627,9,171,0
ransomware,3,4857616,32768,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,8,2,7.907978186223311,0.0,3.899494470964122,0,750080,250538.66666666663,4096,4104192,1620650.6666666667,109908.87508532412,0.0,69819.84725066372,117203.11292517006,15,18,0
ransomware,17,5376,352,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,15,12,7.9457274363081245,0.0,3.917319006965795,0,520704,65054.117647058825,104,520605,66783.58823529411,7676804.137614673,0.0,1218846.6765857069,19507074.093393978,4,137,0
ransomware,5,70256,33856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7.839457345026198,1.8546434790542887,5.31516250330157,512,75264,16588.8,926,75125,16462.2,615380.8503401352,1614.333333333337,154358.37006802697,697855.31097561,1,1,0
ransomware,8,3193132,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,25,4,7.992119154245129,1.966975324986028,6.442306429685093,4096,1290240,330752.0,4096,1290240,411136.0,11381464.869841289,91.875,2479780.155027752,9797560.239760429,17,448,0
ransomware,6,115136,49504,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,12,2,6.651115226926646,3.3050867741028043,5.036692742589441,1024,136704,58026.66666666666,936,136256,58603.66666666666,4504902.153333319,8677.5,1133589.8377163725,2625001.488565828,55,253,0
ransomware,8,152680,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,17,5,6.594428048448981,0.0,3.336193088156703,0,148992,24000.0,8,148684,24331.625,999453.4398625424,0.0,379335.3599742792,1212971.587734608,22,249,0
ransomware,3,939456,33088,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,10,2,7.7656050642475,0.0,5.15680031423248,0,809472,277333.3333333333,24576,811008,320853.3333333333,310553.04490828584,0.0,112650.07557548927,313253.0613288708,4,7,0
ransomware,4,66521,33024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,16,1,7.267142555653904,3.519728660052348,5.897000722843092,6144,331776,138112.0,18328,1208072,360068.25,1509202.3185185206,616139.0833333265,889553.9675675957,1908975.5686643303,21,209,0
ransomware,9,198080,320,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,11,3,7.700082201882231,0.0,3.9365538134856246,0,185344,23836.444444444445,0,1068364,142349.11111111112,1295282.8701657464,0.0,371478.0282627644,244015132.05085403,0,0,0
ransomware,7,131868,33120,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,16,3,6.657077900250622,1.430077013124942,4.471756832341976,512,223232,51419.42857142857,148,222920,52527.71428571428,5101530.519801982,40611.375,1092129.9264900552,3874916.218333828,10,240,0
ransomware,5,49568,34368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.917029688031082,2.204724595510392,5.469707338510306,1024,59904,13926.4,808,59813,14249.4,378245.5470085472,865.8181818181777,123430.83970473988,476168.10869565234,1,1,0
ransomware,4,15441,33088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,8,1,7.693267943852201,5.232092457131418,6.484604861607121,6144,110592,59520.0,5680,113124,59790.5,1188070.578947373,37621.49999999973,455949.16117202846,733689.6145610274,1,72,0
ransomware,3,786320,33024,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,9,1,6.7903753551746,4.126180505266327,5.836734494261221,512,917504,327168.0,470,917091,338644.3333333333,6052923.693080357,23719.0,2192418.2632848504,6045719.284002083,5,9,0
ransomware,7,5216,320,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,12,4,5.906257396483995,0.0611628522411544,3.88943166647703,512,391680,114395.42857142857,260,397332,114939.0,5538103.060471972,129030.0,1956142.9683153965,6995997.247765006,2,95,3
ransomware,7,250768,33088,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,22,2,6.6889431723494175,0.0203931352360849,4.45563654800123,512,800256,156672.0,9,800159,157466.0,12117656.732142866,9294.0,2712849.2290008925,11918652.015858212,6,167,0
ransomware,4,987840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6,1,6.074448066226006,0.0336574747210605,2.0668742252818477,32256,987136,280320.0,32088,986639,280106.75,110061331.29616176,532127.80952381,33906300.341384016,121228223.85034847,5,19,0
ransomware,7,580920,33120,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,14,3,6.454310449345293,3.315376137229696,5.133984847821274,512,837632,154404.57142857142,348,837198,155309.14285714287,7471599.728915678,9292.0,2015048.1446255648,9263030.055371514,9,155,0
ransomware,5,235613,33088,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,22,1,6.573041312500696,3.6448738698888983,5.240045950001454,512,466432,136192.0,480,466198,136891.2,17518123.664723013,9305.0,4092438.975742688,10164873.912162151,11,189,0
