label,number_of_sections,entry_point,dll_characteristics,contain_crypto_address,is_packed,ransomware_command_indicator,suspicious_technique_indicator,contain_tor_link,using_encryption_library,ransomware_string_indicator,suspicious_entropy_and_indicator,Check_for_Debugger,yara_match_count,is_signed,is_cert_valid,unique_section_names,max_entropy,min_entropy,mean_entropy,SectionsMinRawsize,SectionMaxRawsize,SectionsMeanRawsize,SectionsMinVirtualsize,SectionMaxVirtualsize,SectionsMeanVirtualsize,imported_dll_count,imported_function_count,exported_function_count,blint_guard_cf,blint_high_entropy_va,blint_no_bind,blint_no_seh,blint_nx_compat
ransomware,5,4585,0,1,0,0,0,0,1,0,1,1,5,0,0,1,6.435245037861695,0.0,1.7397141886720884,4096,5246976,1052672.0,340,5242976,1049024.8,2,13,1,0,0,0,0,0
ransomware,7,35888,49504,0,0,0,0,0,0,0,1,1,2,1,0,3,7.342697695864895,0.3008501596359776,3.3628164408772965,512,35328,9289.142857142857,152,35082,9693.142857142857,6,126,0,1,1,0,0,1
ransomware,6,339060,0,0,0,0,0,0,0,0,1,1,4,0,0,4,6.311856015888744,0.0,3.198089417277244,0,335360,65450.66666666666,6122,335052,68457.16666666667,0,0,0,0,0,0,0,0
ransomware,4,210107,33088,0,0,0,0,0,0,0,0,1,3,0,0,1,7.683163507220153,5.299399082924357,6.356107296161842,20992,289280,112768.0,20488,289092,113178.0,3,84,0,0,0,0,0,1
ransomware,9,202476,320,0,1,0,0,0,1,0,0,1,4,0,0,3,7.619041606682314,0.0,3.3519883390055245,0,188928,24291.555555555555,0,1068376,142784.22222222222,15,183,0,0,0,0,0,1
ransomware,6,230180,33120,1,0,0,0,0,1,0,0,1,5,0,0,3,6.370536293640604,2.167738979473945,4.718491279875081,512,289792,77994.66666666667,348,289376,78533.66666666667,3,107,0,0,1,0,0,1
ransomware,3,22198,34144,0,0,0,0,0,1,0,0,0,1,0,0,0,5.519173245413393,0.0815394123432416,3.21570321837483,512,14336,5461.333333333333,12,14012,5158.666666666667,1,1,0,0,1,0,1,1
ransomware,2,40736,33280,0,0,0,0,0,1,0,0,1,3,0,0,1,5.843360097009705,3.647992980298745,4.745676538654225,1024,50176,25600.0,960,50024,25492.0,5,64,0,0,0,0,0,0
ransomware,5,202190,33088,0,0,0,0,0,1,0,0,1,4,0,0,1,6.6717201987422605,4.392134383076475,5.493396762333031,512,724992,188416.0,480,724964,190344.8,6,147,0,0,0,0,0,1
ransomware,5,145369,33088,0,0,0,0,0,1,0,0,1,5,0,0,1,7.357984406581138,5.824284929352815,6.542506824379632,20992,542720,297779.2,20752,566704,302416.8,11,375,0,0,0,0,0,1
ransomware,3,412640,0,0,1,0,0,0,1,0,1,0,8,0,0,2,7.89584501851162,0.0,4.276075246498191,0,159232,54272.0,4096,249856,137898.66666666666,10,13,0,0,0,0,0,0
ransomware,3,22782,34144,0,0,0,0,0,1,0,0,0,1,0,0,0,5.560582094836486,0.0611628522411544,3.222713981481832,512,14848,5632.0,12,14596,5353.333333333333,1,1,0,0,1,0,1,1
ransomware,5,449808,49472,0,0,0,0,0,1,0,0,1,4,0,0,1,6.588794280898239,4.7176788329467545,5.554577707374763,512,743936,201011.2,480,743530,202879.6,2,139,0,1,0,0,0,1
ransomware,13,408864,33120,1,0,0,0,0,1,1,1,1,10,0,0,9,7.997970474027261,0.8556848540171443,5.938807837468651,512,2393600,592147.6923076923,48,2393437,622400.6923076923,1,40,0,0,1,0,0,1
ransomware,5,108940,33088,0,0,1,0,0,1,0,0,1,6,0,0,1,6.608599264529359,3.158227610148661,5.344555307215436,512,140288,39833.6,436,139944,45401.4,10,167,2,0,0,0,0,1
ransomware,8,5312,320,0,0,1,1,1,1,1,0,1,8,0,0,3,6.924076194808785,0.0,3.219325108693236,0,2100736,383488.0,32,2100236,383388.5,13,214,0,0,0,0,0,1
ransomware,6,68016,33088,0,0,1,0,0,1,0,0,1,5,0,0,2,7.315883636675364,0.1629900753047697,5.021680140776788,512,64000,17322.666666666668,16,63926,17281.666666666668,6,106,0,0,0,0,0,1
ransomware,6,317180,0,0,0,0,0,0,0,0,1,1,3,0,0,4,6.38532330820602,0.0,3.0463499782689163,0,313344,61610.66666666666,6072,313172,64620.16666666666,0,0,0,0,0,0,0,0
ransomware,9,5296,320,1,0,0,0,0,0,0,0,1,3,0,0,3,6.834104806811749,0.0,3.471777837221941,0,3866112,465237.3333333333,8,3865792,465239.1111111111,3,123,0,0,0,0,0,1
ransomware,3,24278,34112,0,0,0,0,0,1,0,0,1,2,1,0,0,2.9652502786910597,0.0815394123432416,1.958025202478743,512,81408,32426.666666666668,12,81116,32024.0,1,1,0,0,0,0,1,1
ransomware,6,133325,33088,0,0,0,0,0,0,0,0,1,3,0,0,2,6.4647793404965785,1.6740130522110128,4.399289478991405,512,175616,35840.0,284,175123,36033.5,3,68,0,0,0,0,0,1
ransomware,5,384441,33088,0,0,0,0,0,1,0,0,1,4,0,0,1,6.666826950700477,4.028886403585671,5.594827705339325,24064,563200,179097.6,32652,563172,180740.0,7,137,0,0,0,0,0,1
ransomware,7,577624,33120,1,0,0,0,1,1,1,0,1,5,0,0,3,6.455672443789394,3.276079319742529,5.128453559527551,512,831488,153380.57142857142,348,831406,154329.7142857143,9,154,0,0,1,0,0,1
ransomware,3,752302,34112,0,0,0,0,0,0,0,1,1,2,1,0,0,7.681080951025486,0.1019104256627077,3.78859221861107,512,744448,249002.66666666663,12,744116,248725.3333333333,1,1,0,0,0,0,0,0
ransomware,4,6991,32768,0,0,1,0,0,1,0,0,1,5,0,0,1,7.896877059714241,4.816612888589567,6.180499493532526,6656,74240,27904.0,7424,74200,37084.5,5,114,0,0,0,0,0,0
ransomware,5,26652,32768,0,0,0,1,1,1,0,0,1,7,0,0,2,7.486222286701712,3.516090353652059,5.693371840276964,2560,78848,35327.8,5252,78648,36475.2,7,119,0,0,0,0,0,0
ransomware,3,98128,33088,0,1,0,0,0,0,0,1,0,6,0,0,3,7.852910464250671,0.0,3.5385336433796986,0,49664,16896.0,4096,53248,34133.333333333336,9,14,0,0,0,0,0,1
ransomware,5,19598,33088,0,0,0,0,0,0,0,1,1,5,0,0,2,7.930846322021695,0.0010680935661091,5.345263537651176,7168,932352,240435.2,6832,932000,240802.6,2,77,0,0,0,0,0,1
ransomware,7,5216,320,1,0,0,0,0,1,0,0,1,7,0,0,4,5.912589729492483,0.0611628522411544,3.8863395832663934,512,389120,112128.0,260,394860,112674.71428571428,2,95,3,0,0,0,0,1
ransomware,5,431696,49472,0,0,0,0,0,1,0,0,1,4,0,0,1,6.581795528318743,4.7176788329467545,5.573778344351707,512,711680,193843.2,480,711226,195682.8,2,139,0,1,0,0,0,1
ransomware,3,21686,34144,0,0,0,0,0,1,0,0,0,1,0,0,0,5.527943982396942,0.0815394123432416,3.2186267973693465,512,13824,5290.666666666667,12,13500,4988.0,1,1,0,0,1,0,1,1
ransomware,11,526784,33120,1,0,0,0,0,1,1,1,1,6,1,0,6,7.996522001210132,0.8541161026719764,4.3809490112807215,512,32207360,2987566.5454545454,108,32209488,2987478.363636364,3,150,0,0,1,0,0,1
ransomware,8,299951,33088,0,0,0,0,0,1,0,0,1,4,0,0,2,6.664443164570187,0.0203931352360849,4.7496518011016144,512,443904,83392.0,9,443412,84999.875,6,156,0,0,0,0,0,1
ransomware,9,198244,320,0,1,0,0,0,1,0,0,1,4,0,0,3,7.521194498144905,0.0,3.336111610147653,0,185856,23950.222222222223,0,1068376,142428.66666666666,15,183,0,0,0,0,0,1
ransomware,15,426464,33120,1,0,0,0,0,1,1,1,1,7,0,0,11,7.99571010446454,0.6138392741996215,6.049136495385507,512,904192,183227.7333333333,34,904049,197612.46666666667,1,37,0,0,1,0,0,1
ransomware,11,4389,352,0,0,0,1,1,1,1,0,1,9,0,0,4,6.187206353423011,0.0,3.4338447050454777,0,1040384,113152.0,16,1039888,114730.18181818182,7,166,0,0,1,0,0,1
ransomware,4,55827,33024,0,0,0,0,0,0,0,0,1,3,0,0,2,6.537236790818107,1.7288306026760514,4.685076747441358,512,96768,35456.0,172,96663,42687.75,3,77,0,0,0,0,0,1
ransomware,11,251344,0,0,0,1,1,0,1,0,1,0,4,0,0,5,7.819946512278574,0.0,3.4191851830986084,0,245760,31790.545454545456,20,245292,33873.27272727273,10,142,2,0,0,0,0,0
ransomware,6,32016,33120,0,0,0,0,0,1,0,0,1,3,0,0,3,6.504171338837058,1.41840871536901,4.543559519881058,512,389632,99840.0,148,389332,102290.33333333331,9,179,0,0,1,0,0,1
ransomware,6,80276,33120,0,0,0,0,0,0,0,1,1,2,1,0,2,6.673219441099807,3.425982711144707,5.220075886508207,3072,260096,74154.66666666667,2836,260046,89161.0,5,164,0,0,1,0,0,1
ransomware,5,218987,33088,0,0,1,0,1,1,1,0,1,8,0,0,1,6.594155476401355,3.900195622343945,5.504330805284883,512,395264,111104.0,480,394776,111731.2,4,120,0,0,0,0,0,1
ransomware,11,251344,0,0,0,1,1,0,1,0,1,0,4,0,0,5,7.819946512278574,0.0,3.419183767900832,0,245760,31790.545454545456,20,245292,33873.27272727273,10,142,2,0,0,0,0,0
ransomware,3,6825888,352,0,0,0,0,0,1,0,1,1,5,0,0,2,7.943676841380414,0.0,4.255833419425492,0,2104320,702122.6666666666,4096,4718592,2276010.6666666665,8,11,0,0,1,0,0,1
ransomware,3,187070,34112,0,0,0,0,0,0,0,1,0,1,1,0,0,7.475455770239889,0.0164084645156256,4.010528386665888,4096,180224,64170.66666666666,12,178884,61754.66666666666,1,1,0,0,0,0,1,1
ransomware,5,95292,32832,0,0,0,0,0,0,0,1,1,4,1,0,1,6.626506530571081,2.4665873090898818,4.702434191704944,2048,99840,25497.6,2016,99832,26481.6,7,144,0,0,0,0,0,0
ransomware,7,577624,33120,1,0,0,0,1,1,1,0,1,5,0,0,3,6.455672443789394,3.276079319742529,5.1275688096992535,512,831488,153380.57142857142,348,831406,154329.7142857143,9,154,0,0,1,0,0,1
ransomware,5,42768,1088,0,0,0,0,0,0,0,1,0,1,0,0,1,7.955360344839672,3.063168683975892,5.961872413207637,512,49152,11776.0,672,49093,12104.2,0,0,0,0,0,0,1,0
ransomware,3,6285038,34112,0,0,0,0,0,1,0,0,1,2,0,0,0,2.5889321699670265,0.1019104256627077,1.0349579873711867,512,6277120,2131797.333333333,12,6276852,2131465.333333333,1,1,0,0,0,0,1,1
ransomware,1,42832,33280,0,0,0,0,0,1,0,0,1,3,0,0,1,6.065246004446676,6.065246004446676,6.065246004446676,55808,55808,55808.0,55450,55450,55450.0,7,67,0,0,0,0,0,0
ransomware,8,8396,0,1,0,1,1,0,1,0,1,1,7,0,0,5,7.993212837354266,0.0,3.113943990250771,0,12581376,1573632.0,4,12581068,1573647.375,4,29,0,0,0,0,0,0
ransomware,11,380800,0,1,1,0,1,0,1,0,1,1,11,0,0,8,6.519414048971122,0.0,2.736900216701557,0,376832,40308.36363636364,4096,376832,45428.36363636364,17,420,0,0,0,0,0,0
ransomware,3,3086064,0,0,0,0,0,0,0,0,1,0,1,0,0,2,7.953736608804219,0.0,5.30078899742015,0,1268224,428885.3333333333,20480,1814528,1034922.6666666666,3,6,0,0,0,0,0,0
ransomware,8,152680,0,0,1,0,1,0,0,0,1,1,4,1,0,5,6.594428048448981,0.0,3.343643069723625,0,148992,24128.0,8,148684,24407.125,22,249,0,0,0,0,0,0
ransomware,5,5884,0,0,0,0,0,0,1,0,1,1,4,0,0,1,7.926714059724366,3.9769125235700313,5.858074081057344,512,31232,11303.2,1624,31079,11357.0,6,128,0,0,0,0,0,0
ransomware,5,34021,33088,0,0,0,0,0,1,0,0,1,4,0,0,1,6.629784843924617,3.5786827459974733,5.305249796408212,512,100864,30720.0,480,100641,31891.0,10,155,0,0,0,0,0,1
ransomware,15,5344,0,0,0,0,0,0,1,0,1,1,3,0,0,10,6.203073338601152,0.0,3.527100406558973,0,550912,58811.73333333333,32,550804,58932.2,4,201,0,0,0,0,0,0
ransomware,7,269664,49504,0,0,0,0,0,1,0,1,0,2,1,0,3,6.51970820708812,0.4269303194148934,4.256484321394567,512,282112,66852.57142857143,72,281774,67062.57142857143,51,251,0,1,1,0,0,1
ransomware,6,11760,33856,0,0,0,0,0,1,0,0,0,1,0,0,2,6.548693301789375,0.0,4.308763793958062,0,28160,7936.0,480,28079,7899.5,6,101,0,0,0,0,1,0
ransomware,3,43472,34048,0,0,0,0,0,0,0,1,0,1,0,0,1,7.982438077943364,5.965306229244432,7.244261640191028,10240,43008,31232.0,9782,43733,31162.666666666668,1,9,0,0,0,0,1,1
ransomware,5,33312,32832,0,0,0,0,0,1,0,1,1,5,0,0,1,6.59916071226232,0.0,4.259849947802719,5632,94208,27750.4,5158,94068,29054.4,4,95,0,0,0,0,0,0
ransomware,6,2904480,33120,1,0,1,1,0,1,0,0,1,7,0,0,2,6.884299884942742,4.642717197236677,5.673182047756203,35840,3195392,740352.0,41280,3195212,747085.0,9,247,0,0,1,0,0,1
ransomware,3,2310688,33088,0,1,0,0,0,0,0,1,0,6,0,0,3,7.884834908087496,0.0,3.1373465386722703,0,865792,288768.0,4096,1441792,771413.3333333334,1,4,0,0,0,0,0,1
ransomware,3,43472,34048,0,0,0,0,0,0,0,0,0,0,0,0,1,7.982259190333071,5.965306229244432,7.244202010987597,10240,43008,31232.0,9782,43733,31162.666666666668,1,9,0,0,0,0,1,1
ransomware,5,50387,33024,0,0,0,0,1,1,0,0,1,5,0,0,2,6.729971852963627,0.0500259907830887,4.233951663294945,5632,327680,94515.2,5392,327680,96648.2,8,122,0,0,0,0,0,1
ransomware,5,24851,33088,0,0,0,0,0,1,0,1,1,5,0,0,1,6.686025438395135,2.2218454442011284,5.05470711175067,512,68608,20889.6,480,68268,22925.6,3,79,0,0,0,0,0,1
ransomware,3,722214,34112,0,0,0,0,0,1,1,1,1,4,1,0,0,7.700656607733357,0.0815394123432416,4.390727491805712,512,714240,240128.0,12,714044,239834.66666666663,1,1,0,0,0,0,1,1
ransomware,5,307312,0,0,0,0,0,0,1,0,1,1,5,0,0,2,6.089570265255166,0.0203931352360849,4.343690690296763,512,1103360,444108.8,4,1102892,463358.4,3,33,0,0,0,0,0,0
ransomware,7,1053933,33088,1,0,0,0,1,1,1,0,1,8,0,0,2,6.975896304639699,0.0203931352360849,4.5768456865708576,512,1216512,247881.14285714287,9,1216056,251115.57142857145,4,111,0,0,0,0,0,1
ransomware,4,5650,33088,0,0,0,1,0,1,0,0,1,5,0,0,1,6.680188843446378,4.709534945261856,6.078872563336983,4608,82944,39552.0,4384,90564,41375.75,3,92,0,0,0,0,0,1
ransomware,18,5376,0,0,0,0,0,0,1,0,1,0,2,1,0,12,6.339401359565647,0.0,3.1324955389553004,0,286208,21304.88888888889,104,285883,21165.0,3,55,0,0,0,0,0,0
ransomware,7,5216,320,1,0,0,0,0,1,0,1,1,8,1,1,4,5.918557018570576,0.0611628522411544,3.871985248318294,512,387072,111762.28571428572,260,392420,112250.42857142857,1,94,3,0,0,0,0,1
ransomware,6,30436,33632,0,0,0,0,0,0,0,1,1,2,1,0,2,6.456731038777644,0.0,3.826239537163952,512,64512,16725.333333333332,16,64212,19817.666666666668,3,51,0,0,1,0,0,1
ransomware,8,299951,33088,0,0,0,0,0,1,0,1,1,5,0,0,2,6.664443164570187,0.0203931352360849,4.754641429148359,512,443904,83520.0,9,443412,85168.25,6,156,0,0,0,0,0,1
ransomware,11,380800,0,1,1,0,1,0,1,0,1,1,11,0,0,8,6.519414048971122,0.0,2.736900216701557,0,376832,40308.36363636364,4096,376832,45428.36363636364,17,420,0,0,0,0,0,0
ransomware,4,1101710,34144,0,1,0,0,0,1,0,1,0,3,1,0,1,7.897810211837476,0.1019104256627077,4.954928424545719,512,1093632,282112.0,12,1093524,281851.0,1,1,0,0,1,0,1,1
ransomware,5,26652,32768,0,0,0,1,1,1,0,0,1,7,0,0,2,6.690722886537073,2.6330490752760327,4.722737197991828,2560,78848,35327.8,5252,78648,36475.2,7,119,0,0,0,0,0,0
ransomware,4,48411,33088,0,0,0,0,0,0,0,0,1,3,0,0,1,6.494498568510959,4.4005922681283085,5.566486581698372,5120,94208,32512.0,4624,94053,33008.75,1,64,0,0,0,0,0,1
ransomware,4,21376,1024,0,0,0,0,0,1,0,1,0,2,0,0,2,7.869455967380108,0.0,4.83918719053632,0,27648,10496.0,2976,74408,28951.25,0,0,0,0,0,0,1,0
ransomware,5,49268,32832,0,0,0,0,0,1,0,0,1,5,0,0,1,6.456647155874142,2.622529287245808,5.341421881200809,34304,1326080,326041.6,33930,1325745,401834.2,9,238,0,0,0,0,0,0
ransomware,7,13256,33088,0,0,1,1,0,1,0,0,1,8,0,0,3,6.237332921581799,0.0611628522411544,3.4818623777799305,512,718848,130706.28571428572,260,718555,133797.2857142857,5,126,0,0,0,0,0,1
ransomware,7,269664,49504,0,0,0,0,0,1,0,1,0,2,1,0,3,6.518434801099144,0.4269303194148934,4.256302406253285,512,282112,66852.57142857143,72,281774,67062.57142857143,51,251,0,1,1,0,0,1
ransomware,5,4430,32768,0,0,0,0,0,1,0,0,1,3,0,0,1,7.908203675127456,3.9769125235700313,5.9715747551524725,512,32768,11637.0,1608,32431,11688.6,7,129,0,0,0,0,0,0
ransomware,8,5312,320,0,0,1,1,1,1,1,0,1,8,0,0,3,6.923140203776969,0.0,3.217235408277457,0,2041856,375552.0,32,2041804,375496.0,13,211,0,0,0,0,0,1
ransomware,3,21162,34144,0,0,0,0,0,1,0,0,0,1,0,0,0,5.542811094949887,0.0815394123432416,3.2397478274797806,512,13312,5120.0,12,12976,4818.666666666667,1,1,0,0,1,0,1,1
ransomware,6,361248,33088,1,0,0,0,0,1,1,1,1,8,0,0,2,6.11881421923927,0.0,3.65295983233077,512,891392,315221.3333333333,4,891204,331820.8333333333,1,40,0,0,0,0,0,1
ransomware,5,39476,33088,0,0,0,0,0,1,0,0,1,4,0,0,2,6.656294843863152,1.5433233772290145,4.515118159622523,512,105472,32870.4,176,105402,33212.4,8,162,0,0,0,0,0,1
ransomware,4,7632,34048,0,0,0,0,0,1,0,0,1,2,1,0,1,5.7100902381464,0.6956091936177293,3.5957021136464613,512,54784,16384.0,4802,54348,17418.0,8,102,0,0,0,0,1,1
ransomware,5,4585,0,1,0,0,0,0,1,0,1,1,7,0,0,1,6.41426005237623,0.0,1.7354195353249957,4096,5246976,1052672.0,340,5242976,1049024.8,2,13,1,0,0,0,0,0
ransomware,6,67984,320,0,0,1,0,0,1,0,0,1,5,0,0,2,7.324629673591339,0.1629900753047697,5.0414006231903805,512,64000,17322.666666666668,16,63896,17293.333333333332,6,106,1,0,0,0,0,1
ransomware,6,134240,33088,0,0,0,0,0,1,0,0,1,4,0,0,2,6.474406341186908,0.3717824769087252,4.192687103755584,512,176128,38485.333333333336,284,176115,38710.833333333336,3,68,0,0,0,0,0,1
ransomware,6,98046,33088,0,0,0,0,0,1,1,0,1,5,0,0,2,6.548654187431827,2.288317650424309,4.716931726968238,512,140800,29781.33333333333,284,140486,30088.666666666668,3,73,0,0,0,0,0,1
ransomware,4,182563,0,0,0,0,0,0,0,0,1,1,3,1,0,1,5.845942636110669,2.024243832549745,3.817991527193256,512,179200,66688.0,220,237161,95478.75,6,49,0,0,0,0,0,0
ransomware,6,4096,352,0,0,0,0,0,0,0,1,0,1,1,0,3,7.892993840965453,1.5217828978228831,4.674056100897732,512,136192,29952.0,180,136191,29729.0,1,4,2,0,1,0,0,1
ransomware,9,5328,352,0,0,1,0,1,1,1,0,1,8,0,0,4,7.745039542747407,0.0,3.855084321158879,0,303616,56433.77777777778,104,303560,59935.55555555556,4,135,0,0,1,0,0,1
ransomware,4,41793,33088,0,0,0,0,0,1,0,0,1,4,0,0,1,6.636538725072833,2.059849109552779,5.191272524363081,2560,120832,41984.0,5000,120782,42491.0,9,162,0,0,0,0,0,1
ransomware,5,111727,33024,0,0,0,0,0,0,0,1,0,1,0,0,3,7.998201890600531,3.589892678176101,6.693651360305218,1536,104960,32972.8,1180,104718,33485.8,3,24,0,0,0,0,0,1
ransomware,10,5248,320,0,0,0,0,0,1,0,0,1,8,0,0,3,7.416725388184177,0.0,3.864658574571992,0,744960,120268.8,8,744772,120018.4,11,225,0,0,0,0,0,1
ransomware,3,128322,34112,0,1,0,0,0,1,0,0,1,3,0,0,0,6.337156690614087,0.1019104256627077,3.6162283576233434,512,120320,40789.333333333336,12,120136,40544.333333333336,1,1,0,0,0,0,1,1
ransomware,5,15966,32832,0,0,0,0,0,0,0,0,1,2,0,0,2,7.765777015100876,5.582850999870401,6.590984877369901,2048,51200,23449.6,1556,51200,23271.6,2,5,0,0,0,0,0,0
ransomware,10,4282,320,0,0,0,0,0,1,0,0,0,1,0,0,3,6.820764139753035,0.0,3.759765724859309,0,3488768,712396.8,8,3488700,716701.6,4,351,0,0,0,0,0,1
ransomware,3,4436192,33120,0,0,0,0,0,1,0,1,0,2,0,0,2,7.932967982276119,0.0,4.235783333224782,0,1521152,507392.0,4096,2912256,1480021.3333333333,7,10,0,0,1,0,0,1
ransomware,6,412928,33120,1,0,0,0,0,1,1,1,1,10,0,0,2,6.16393256496557,0.0203931352360849,4.365390228984036,512,3345920,1214208.0,4,3345669,1280712.5,1,39,0,0,1,0,0,1
ransomware,4,483950,34144,0,1,0,0,0,1,0,0,0,2,0,0,1,6.6841654451297945,0.1019104256627077,4.633345132563635,512,476160,155008.0,12,475764,154658.0,1,1,0,0,1,0,1,1
ransomware,6,31100,33120,0,0,0,0,0,0,0,1,1,2,1,0,2,6.983274872790155,2.91327982808816,4.891798707638493,2048,72704,27989.33333333333,1556,851672,168561.66666666666,6,162,0,0,1,0,0,1
ransomware,4,25122,0,0,0,0,0,0,1,0,1,1,5,1,0,1,7.499223961629599,4.202117434226478,5.596026116874133,8192,294912,109568.0,22988,292016,110603.25,8,235,0,0,0,0,0,0
ransomware,5,218065,33088,0,0,0,0,0,1,0,1,1,5,0,0,1,6.594363602414654,4.712298193294092,5.702603966909938,512,335872,83558.4,480,335660,85971.2,11,183,0,0,0,0,0,1
ransomware,4,9202,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.977770061077588,0.0,2.996770309000604,4096,339456,106240.0,8192,978944,350208.0,2,7,0,0,0,0,0,0
ransomware,4,50387,33088,0,0,0,0,1,1,0,0,1,5,0,0,1,6.717652991509657,2.4755371621255278,5.237420560184103,5632,93696,36224.0,5392,93685,38890.25,8,122,0,0,0,0,0,1
ransomware,11,4912,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.913327321933052,0.0,2.2228121601943123,0,7168,1256.7272727272727,16,6952,1210.5454545454545,2,38,8,0,0,0,0,0
ransomware,3,217360,33088,0,1,0,0,0,0,0,1,0,7,0,0,3,7.982184496165756,0.0,3.560590121408019,0,69120,23381.33333333333,4096,147456,73728.0,9,12,0,0,0,0,0,1
ransomware,3,168240,33088,0,1,0,0,0,0,0,1,0,6,0,0,3,7.857377972653934,0.0,3.351251161340402,0,91136,30549.33333333333,4096,94208,57344.0,3,6,0,0,0,0,0,1
ransomware,5,39476,33088,0,0,0,0,0,1,0,0,1,4,0,0,2,6.656294843863152,1.5433233772290145,4.515091526426594,512,105472,32870.4,176,105402,33212.4,8,162,0,0,0,0,0,1
ransomware,4,224416,33088,1,0,0,1,0,1,1,0,1,9,0,0,1,6.706542151794683,2.9108012045923632,5.390825195036183,512,240640,75776.0,10912,240588,80288.5,7,134,6,0,0,0,0,1
ransomware,5,335656,33120,1,0,0,0,1,1,1,1,1,10,0,0,2,6.799900931087482,5.278029464672784,5.983299301497398,6144,779776,334233.6,6136,788524,335796.8,9,179,0,0,1,0,0,1
ransomware,3,59326,34112,0,0,1,0,0,1,1,0,0,3,1,0,0,6.243624891645415,0.0815394123432416,3.2691723903847354,512,51200,17920.0,12,51140,17568.0,1,1,0,0,0,0,1,1
ransomware,6,317180,0,0,0,0,0,0,0,0,1,1,3,0,0,4,6.38833853209126,0.0,3.058476017623365,0,313344,61610.66666666666,6072,313172,64620.16666666666,0,0,0,0,0,0,0,0
ransomware,3,70954,34144,0,0,0,0,0,1,0,0,0,1,0,0,0,7.5618996859040015,0.1019104256627077,4.657564641865103,512,209920,91136.0,12,209728,90836.0,1,1,0,0,1,0,1,1
ransomware,8,461312,33120,1,0,0,0,0,1,1,1,1,8,0,0,4,6.1976321591698165,0.0203931352360849,4.120348988532702,512,1246720,307136.0,4,1246472,344521.125,1,46,0,0,1,0,0,1
ransomware,5,4585,0,1,0,0,0,0,1,0,1,1,5,0,0,1,3.971110918366477,0.0,1.2467897085230448,4096,5246976,1052672.0,340,5242976,1049024.8,2,13,1,0,0,0,0,0
ransomware,5,202190,33088,0,0,0,0,0,1,0,0,1,4,0,0,1,6.6717201987422605,4.389047231882877,5.49277933209431,512,724992,188416.0,480,724964,190344.8,6,147,0,0,0,0,0,1
ransomware,6,532618,34112,0,1,1,1,0,1,1,0,1,9,1,0,3,7.997452541211886,0.1019104256627077,4.4554010435518565,512,320512,83882.66666666667,12,320304,83681.16666666667,1,1,0,0,0,0,1,1
ransomware,6,272236,33120,1,0,0,0,0,1,0,0,1,5,0,0,3,6.347428419331528,2.0375555534216696,4.516315999749934,512,329728,86186.66666666667,244,329456,86677.66666666667,4,133,0,0,1,0,0,1
ransomware,20,5104,352,0,0,0,0,0,1,0,1,1,6,0,0,13,6.172787651296661,0.0,3.9823009198014887,0,872448,67404.8,16,872208,67250.6,4,151,0,0,1,0,0,1
ransomware,5,4585,0,1,0,0,0,0,1,0,1,1,5,0,0,1,4.334611130309835,0.0,1.3195874071617164,4096,5246976,1052672.0,340,5242976,1049024.8,2,13,1,0,0,0,0,0
ransomware,3,72334,34112,0,0,0,0,0,0,0,0,1,1,0,0,0,6.635379783388226,0.1019104256627077,3.4661502955152312,512,64512,22186.666666666668,12,64148,21791.33333333333,1,1,0,0,0,0,1,1
ransomware,5,95292,32832,0,0,0,0,0,0,0,1,1,4,1,0,1,6.626314197646114,2.4665873090898818,4.702395725119951,2048,99840,25497.6,2016,99832,26481.6,7,144,0,0,0,0,0,0
ransomware,7,515916,352,0,0,0,0,1,1,1,0,1,4,0,0,3,6.485077786004064,3.2812115044937324,5.041444586031205,512,755200,147675.42857142858,348,754964,149171.14285714287,3,122,1,0,1,0,0,1
ransomware,7,579128,33120,1,0,0,0,1,1,1,0,1,5,0,0,3,6.458401254783135,3.2741016144496142,5.132582757049954,512,833024,153673.14285714287,348,832878,154612.0,9,155,0,0,1,0,0,1
ransomware,5,275185,33088,1,0,0,0,1,1,1,0,1,9,0,0,1,6.81353819714796,4.712298193294092,6.117308910342169,512,776704,295014.4,480,781988,295820.6,9,174,0,0,0,0,0,1
ransomware,7,103535,33088,0,0,0,0,0,0,0,0,0,0,0,0,3,7.9885847715103475,2.9337361310958805,5.668311106504602,1536,97792,28306.285714285717,1170,97768,28647.85714285714,3,24,0,0,0,0,0,1
ransomware,6,406432,33120,1,0,0,0,0,1,1,1,1,7,0,0,2,6.185930466265479,0.0203931352360849,4.242102807614661,512,982528,344917.3333333333,4,982064,406433.0,1,40,0,0,1,0,0,1
ransomware,6,194924,33120,1,0,0,0,0,1,1,0,1,4,0,0,2,6.558150561384895,2.9670940206834744,4.772193099716255,512,330240,113664.0,480,330210,114807.0,8,156,0,0,1,0,0,1
ransomware,5,44016,34112,0,0,1,1,0,1,0,0,0,3,0,0,1,5.763406017935743,0.1144633812591388,4.031389358999593,512,74752,15974.4,8,74327,15677.8,7,80,0,0,0,0,1,1
ransomware,3,1860622,33024,0,1,0,0,0,1,0,1,0,4,1,0,2,7.999700316482511,4.186537665851613,6.0440502381344325,4096,624128,215722.66666666663,3960,1855488,626096.0,16,17,0,0,0,0,0,1
